placa;fecha;filtro_aceite;filtro_aire;filtro_diesel;engrase;este_cambio;proximo_cambio;observaciones
P528GTC;16/10/2025;NO;NO;NO;NO;296,942;311,942;C/ACEITE CAJA AUTOMATICA
P754JXX;16/10/2025;SI;SI;NO;SI;37,123;42,123;C/F CABINA, LAVADO DE MOTOR
C877CBW;17/10/2025;NO;NO;SI;NO;NO;NO;PLACAS ANTERIORES C603BYG
P909JQS;17/10/2025;SI;SI;NO;NO;151,400;154,400;CAMBIO DE CANDELAS
C177BWZ;17/10/2025;SI;SI;SI;SI;84,602;89,602;
P065FZQ;17/10/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO DE FRENOS
P060JDJ;17/10/2025;SI;NO;SI;SI;75,734;80,734;
P069HXY;17/10/2025;SI;SI;NO;NO;181,516;184,516;
P600GDG;17/10/2025;NO;NO;NO;NO;NO;NO;REPARACION FALLO Y CUERPO ACELERACION
P295HVY;17/10/2025;NO;NO;NO;NO;NO;NO;CAMBIO DE 2 BUFAS TRASERAS
P326BGL;17/10/2025;NO;NO;NO;NO;NO;NO;C/MULETAS INFERIORES DELANTERAS, C/HULE EJE CARDAN DELANTERO
P486KQK;18/10/2025;SI;SI;NO;SI;116,801;119,801;
P234LFV;18/10/2025;SI;SI;NO;NO;86,508;89,508;C/F CABINA, C/A CAJA PROX 96,508
P380KPM;18/10/2025;SI;SI;NO;NO;195,678;200,678;
P372JVV;18/10/2025;NO;NO;NO;NO;NO;NO;RECTIF DISCOS DELANT Y TRASEROS, FRENOS DELANT Y TRASEROS
P920FPC;18/10/2025;SI;SI;NO;NO;92,011;97,011;
P543KLX;18/10/2025;SI;SI;NO;NO;137,801;140,801;C/F CABINA
P554FFX;18/10/2025;NO;NO;SI;NO;NO;NO;MECANICA VARIA ORDEN NO.13454 Y 13399
P789GKF;18/10/2025;SI;SI;NO;NO;20,795;26;RECTIF TAMBORES, FRENOS TRASEROS
P899JWS;21/10/2025;SI;NO;NO;NO;178,759;183,759;
P379JXW;21/10/2025;SI;SI;NO;SI;78,621;83,621;C/F CABINA
P879JQQ;21/10/2025;SI;NO;NO;NO;132,975;137,975;
P348LCB;21/10/2025;SI;SI;NO;NO;90,246;93,246;C/F CABINA
P906KVY;21/10/2025;SI;NO;T/A SI;SI;57,491;62,491;
P276JTF;21/10/2025;SI;SI;SI;SI;99,917;104,917;C/F CABINA
P412BKZ;21/10/2025;SI;NO;NO;SI;353,027;358,027;
P350HVY;20/10/2025;NO;NO;NO;NO;80,025;95,025;C/A CAJA AUTOMATICA
P266GKF;20/10/2025;SI;NO;NO;NO;104,103;109,103;
P858KXP;20/10/2025;SI;SI;NO;NO;117,233;122,233;C/F CABINA, C/PASTILLAS TRASERAS
P538HXB;20/10/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANT Y TRASEROS, RECTIF DISCOS DELANT Y TRASEROS
P997DQK;20/10/2025;SI;SI;NO;NO;68,312;71,312;SCANER
P661KBH;22/10/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANT Y TRASEROS, RECTIF DISCOS Y TAMBORES
P435JTG;22/10/2025;NO;NO;NO;NO;NO;NO;MANT FRENOS DELANT Y TRASEROS, C/FRICCIONES TRASERAS
P090DRC;22/10/2025;NO;NO;NO;NO;NO;NO;C/BOMBA ACEITE Y FAJA DE TIEMPO
P564JKB;23/10/2025;SI;SI;NO;NO;89,883;94,883;C/F CABINA
P460FLQ;23/10/2025;SI;SI;SI;SI;182,791;187,791;LAV DE MOTOR, FLUSHING
P292JTG;23/10/2025;SI;SI;NO;SI;182,360;187,360;
P588GKD;24/10/2025;SI;NO;SI;NO;132,434;137,434;
P922KPG;24/10/2025;SI;NO;NO;NO;23,951;28,951;
P826KQK;24/10/2025;NO;NO;NO;NO;211,168;221,168;C/A CAJA AUTOMATICA, FLUSHING
P495LHY;24/10/2025;SI;SI;SI;NO;10,342;15,000;C/F CABINA, LAVADO DE MOTOR
P629LFN;24/10/2025;SI;SI;NO;NO;164,126;167,126;C/F CABINA
C445CBK;24/10/2025;SI;NO;NO;NO;81,906;86,906;
P599DHS;24/10/2025;SI;SI;NO;NO;142,464;147,464;C/F CABINA
P155KBH;24/10/2025;SI;SI;SI;SI;78,876;83,876;C/F CABINA, FLUSHING, LAV DE MOTOR
P065FRB;24/10/2025;NO;NO;NO;NO;NO;NO;RECTIF DISCOS TRASEROS, C/MULETAS TRASERAS, FRENOS TRASEROS
C560BSN;25/10/2025;SI;SI;SI;SI;357,051;362,051;C/F CABINA, LAV DE MOTOR
P186JJF;25/10/2025;SI;SI;NO;NO;60,639;63,639;C/F CABINA
P166LHZ;25/10/2025;SI;NO;NO;SI;7,024;12,024;
P954JNL;25/10/2025;NO;NO;NO;NO;179,000;X;C/A CAJA MECANICA
P083JZK;25/10/2025;NO;NO;NO;NO;NO;NO;MANT. FRENOS DELANTEROS, FRENOS TRASEROS, RECTIF, TAMBORES TRASEROS
P237KMZ;27/10/2025;NO;NO;NO;NO;103,311;113,311;C/A CAJA AUTOMATICA
P850DHP;27/10/2025;SI;SI;SI;SI;267,970;272,970;C/A CAJA MECANICA, C/A CATARINAS, C/A TRANSFER
P390GXT;27/10/2025;SI;NO;NO;NO;90,611;93,611;
P548JWX;27/10/2025;SI;NO;NO;SI;21,153;26,153;
P101KYH;27/10/2025;SI;SI;NO;NO;109,848;112,848;
P569JGZ;27/10/2025;SI;NO;SI;SI;199,489;204,400;C/A CAJA PROX 229,000
P387JBM;27/10/2028;SI;SI;NO;NO;114,076;119,076;C/F CABINA
P980FBL;27/10/2025;SI;SI;SI;SI;414,659;419,659;C/F CABINA, LAV DE MOTOR
P995JWR;29/10/2025;SI;SI;NO;NO;108,001;113,001;C/F CABINA
P162GPX;29/10/2025;SI;NO;NO;SI;122,148;127,148;
P025HXY;29/10/2025;SI;NO;NO;NO;104,253;107,253;
P453KTC;29/10/2025;SI;SI;NO;NO;73,020;76,000;C/F CABINA
P003GTQ;29/10/2025;NO;NO;NO;NO;NO;NO;C/MOTOR DE ARRANQUE, REPARACION FUGA REFRIGERANTE
P267KYH;29/10/2025;SI;SI;NO;NO;71,131;74,131;C/F CABINA
P900KCY;29/10/2025;SI;SI;NO;NO;112,212;115,212;
P189DJN;29/10/2025;NO;NO;NO;NO;NO;NO;C/2 FAJAS, C/3 MANGUERAS DE REFRIGERANTE
P270KVB;29/10/2025;NO;NO;NO;NO;NO;NO;C/COJINETE DELANT IZQ, DESMONTAJE Y MONTAJE AMORTIGUADOR DEREC, C/AMORTIGUADOR DELANT IZQ
P330GNW;29/10/2025;SI;NO;NO;NO;168,602;171,602;C/F CABINA, FLUSHING MEC VARIA ORDEN 13511
P357HYT;30/10/2025;SI;NO;NO;NO;123,405;126,405;
P110KLD;30/10/2025;SI;NO;NO;NO;126,493;129,493;
P449GQQ;30/10/2025;SI;NO;NO;NO;138,779;141,779;
P438JXY;30/10/2025;SI;SI;NO;NO;60,713;65,713;C/F CABINA
P458KPV;30/10/2025;NO;NO;NO;NO;146,637;156,637;C/A CAJA AUTOMATICA, LAVADO DE MOTOR
P672JFV;30/10/2025;SI;SI;NO;NO;130,603;133,600;C/F CABINA
P590KYG;30/10/2025;NO;NO;NO;NO;171,356;191,356;C/A CAJA AUTOMATICA C/DIALISIS, DIAGNOSTICO Y REMPLAZO CUERPO VALVULAS
P600GDG;31/10/2025;SI;SI;NO;NO;232,671;234,671;C/F CABINA
P455JWF;31/10/2025;SI;NO;NO;NO;147,471;150,471;
P587GKP;31/10/2025;SI;NO;NO;NO;83,812;86,812;C/F CABINA
P760FLH;31/10/2025;NO;NO;NO;NO;NO;NO;C/BOMBA COMPENSADORA
P780KLW;31/10/2025;NO;NO;NO;NO;190,875;200,875;C/A CAJA AUTOMATICA, C/CARGADOR MOTOR, C/EMPAQUE TAPA VALVULAS
P976GTG;3/11/2025;SI;SI;SI;NO;119,049;124,000;C/F CABINA
P949JRY;3/11/2025;SI;SI;NO;NO;84,427;87,427;C/A CAJA PROX 94,427.. C/F CABINA
P600GDG;3/11/2025;NO;NO;NO;NO;NO;NO;RECTIF DE TAMBORES Y DISCOS, FRENOS DELANT Y TRASER
P976KTF;3/11/2025;SI;SI;NO;NO;103,087;106,087;C/F CABINA
P980FBL;3/11/2025;NO;NO;NO;NO;NO;NO;C/DISCOS DELANTEROS Y PASTILLAS DELANT, RECTIF TAMBORES, FRENOS TRASEROS
P780GCQ;3/11/2025;SI;NO;NO;NO;178,072;181,000;
P728KDB;3/11/2025;SI;SI;NO;NO;200,110;202,110;
432DLB;4/11/2025;SI;NO;NO;NO;193,703;196,703;C/PASTILLAS DELANTERAS Y TRASERAS
P822DNG;4/11/2025;SI;NO;NO;NO;148,935;150,935;
P056DPG;4/11/2025;SI;SI;SI;SI;161,965;166,965;
P724CLW;4/11/2025;NO;NO;NO;NO;216,460;231,460;C/ACEITE CAJA
P867LBM;4/11/2025;SI;SI;NO;NO;60,623;63,623;C/F CABINA, ESCANER
P786LDN;4/11/2025;SI;NO;NO;NO;69,087;72,087;C/F CABINA
P574JHX;4/11/2025;SI;NO;NO;SI;190,549;195,549;
P947GCH;4/11/2025;SI;SI;NO;NO;103,941;106,941;
P768FKB;4/11/2025;SI;SI;NO;NO;128,966;130,966;
P692FKB;4/11/2025;NO;NO;NO;NO;NO;NO;RECTIF DISCOS DELANTEROS, FRENOS DELANTEROS, C/2 TERMINAL DE DIRECCION
P746KQK;5/11/2025;SI;SI;NO;NO;163,136;165,136;C/F CABINA
P508KCY;5/11/2025;SI;NO;NO;NO;101,285;104,285;C/FAJA DE ACCESORIOS
P997DQK;5/11/2025;NO;NO;NO;NO;NO;NO;REPARACION SENSOR ABS RUEDA DELANT IZQUIE
C274BSF;5/11/2025;SI;SI;NO;NO;126,921;131,921;
P114LHL;6/11/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO DE FRENOS DELANT Y TRASER.
P207KYV;6/11/2025;SI;NO;NO;NO;12,486;17,486;
P072JGZ;6/11/2025;NO;NO;NO;NO;NO;NO;C/BOMBA DE AGUA Y  FAJA ACCESORIOS
P131KZZ;7/11/2025;SI;SI;SI;SI;12,827;17,827;
P744KZS;7/11/2025;SI;SI;NO;NO;206,725;208,725;C/2 TERMINALES DE BATERIA, C/BOMBA AUX Y CENTRAL DE CLOHS
P595KBJ;7/11/2025;SI;NO;SI T/A SI;SI;62,734;67,734;C/F CABINA
P292JTG;7/11/2025;NO;NO;NO;NO;NO;NO;CAMBIO DE FAJA
P412LLC;7/11/2025;SI;SI;NO;NO;128,767;131,767;C/F CABINA, FRENOS TRASEROS, RESCTIF DISCOS TRASEROS, C/DISCOS DELANT Y PASTILLAS, C/TENSOR DE FAJA
P344KWQ;10/11/2025;SI;NO;NO;NO;101,613;104,613;
P380KVB;10/11/2025;SI;SI;NO;NO;131,831;134,831;C/F CABINA
C163BSM;10/11/2025;SI;SI;SI;SI;192,589;197,589;
P661GFX;10/11/2025;NO;NO;NO;NO;NO;NO;MECANICA VARIA ORDEN NO. 13602
P666JCX;11/11/2025;SI;NO;NO;NO;232,899;234,899;
P912JJD;11/11/2025;NO;NO;NO;NO;108,082;118,082;C/A CAJA AUTOMATICA
P498LFN;11/11/2025;SI;SI;NO;NO;80,135;83,135;C/F CABINA
P424KBH;11/11/2025;SI;SI;NO T/A SI;SI;127,668;132,668;
P869LDN;11/11/2025;NO;NO;NO;NO;115,318;130,318;C/A CAJA AUTOMATICA
P028LFW;11/11/2025;SI;SI;NO;NO;77,084;80,084;C/F CABINA
P073JQM;12/11/2025;SI;NO;NO;NO;108,863;111,863;
P097FQF;12/11/2025;SI;SI;SI;NO;260,130;265,130;ASPIROMETRO EN MAL ESTADO
P261BNB;12/11/2025;SI;NO;SI;SI;420,265;425,265;REPARACION ROSCA CARTER DE MOTOR
P600GDG;12/11/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO FRENOS TRASEROS
P666JCX;12/11/2025;NO;NO;NO;NO;232,906;252,906;C/A CAJA AUTOMATICA CON DIALISIS
P222LJG;12/11/2025;SI;SI;NO;NO;107,057;110,057;C/A CAJA AUTO. PROX/S 117,057.. REPARACION TAPA DE COMBUSTIBLE
P440KPN;12/11/2025;SI;SI;SI;SI;133,050;138;C/F CABINA, FRENOS TRASEROS, RECTIFICACION DE TAMBORES
P340KCG;13/11/2025;SI;NO;NO;NO;266,070;271,070;
P655GMD;13/11/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANTEROS, C/ESPARRAGOS DELANT DERECHO
P841KVK;13/11/2025;SI;SI;SI T/A SI;SI;43,448;48,448;FRENOS DELANTEROS Y TRASEROS
P683JGD;13/11/2025;SI;SI;SI;SI;79,315;84,315;C/F CABINA, LAVADO DE MOTOR
P335HXY;13/11/2025;SI;SI;SI;SI;92,138;97,138;
P576JZL;13/11/2025;SI;SI;SI;SI;48,261;53,261;C/F CABINA, FRENOS TRASEROS, RECTIF TAMBORES
P194KTM;13/11/2025;NO;NO;NO;NO;NO;NO;RECTIF DISCOS Y TAMBORES, FRENOS DELANT Y TRASEROS
P229KYH;14/11/2025;SI;NO;NO;SI;106,173;111,173;
P857LCG;14/11/2025;SI;SI;SI;SI;16,000;21,000;
P554JJD;14/11/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO FRENOS DELANTEROS Y TRASEROS
P176LLC;14/11/2025;SI;NO;NO;NO;157,600;159,600;PLACA ANTERIOR P506HSS, C/TERMINAL DE BARERIA
P347HVY;14/11/2025;SI;NO;NO;NO;212,522;215,522;C/A CAJA PROX/C 222,522, FRENOS DELANT Y TRASEROS, RECTIF DISCOS
P602JBJ;14/11/2025;NO;NO;NO;NO;NO;NO;C/GUARDAPOLVO FLECHA TRASERA Y COPA FLECHA, C/ESTABILIZADORAS TRASERAS, REPARAC. CABLE DE CARGA
P012KJS;14/11/2025;SI;SI;NO;NO;58,797;61,797;C/F CABINA, FRENOS DELANT Y TRASEROS, RECTIF DISCOS
P409CZQ;15/11/2025;SI;NO;NO;NO;184,210;187,210;
P323KCZ;15/11/2025;SI;SI;NO;NO;127,774;130,774;C/F CABINA
P176GSF;15/11/2025;SI;SI;SI;NO;114,115;119,115;C/F CABINA
P924JFH;15/11/2025;SI;NO;NO;NO;178,433;181,433;
P669KBZ;15/11/2025;SI;SI;NO;NO;80,979;85,979;C/F CABINA
P408KJD;15/11/2025;SI;SI;SI;NO;133,146;138,146;C/FAJA DE ACCESORIOS
P267KYH;15/11/2025;NO;NO;NO;NO;NO;NO;MECANICA VARIA ORDEN NO. 13681
P049GWX;15/11/2025;NO;NO;NO;NO;NO;NO;DIAGNOSTICO FALLO, C/COJINETES DELANT. FRENOS DELANTEROS
P854KBL;17/11/2025;SI;NO;NO;SI;84,475;87,475;
P620KNJ;17/11/2025;SI;NO;NO;NO;41,966;46,966;
P364JGY;17/11/2025;SI;SI;NO;SI;136,284;141,284;
P923FBW;17/11/2025;SI;NO;NO;NO;169,066;171,066;
P561KYG;17/11/2025;SI;SI;NO;NO;82,900;85,900;C/F CABINA
P429KTD;17/11/2025;SI;SI;NO;NO;111,807;114,807;
P964HZL;17/11/2025;SI;SI;NO;NO;131,241;134,241;
P181kgy;17/11/2025;SI;NO;SI T/A SI;SI;30,281;35,281;C/F CABINA
P223GMP;17/11/2025;SI;SI;SI;NO;175,670;180,670;C/F CABINA, MECANICA VARIA ORDEN 13696
P663JKC;17/11/2025;SI;NO;NO;SI;107,270;112,270;
P184KMZ;18/11/2025;NO;NO;NO;NO;NO;NO;REPARACION FRENO DE MANO Y AJUSTE CABLE DE CAMBIO
P797FHV;18/11/2025;SI;NO;SI;NO;178,572;183,572;LAVADO DE MOTOR
P149DRN;18/11/2025;SI;SI;NO;NO;271,756;273,756;
P724CLW;18/11/2025;SI;SI;NO;NO;217,149;222,149;
P957DJV;18/11/2025;SI;SI;SI;SI;S/F;S/F;
P608HWR;18/11/2025;SI;SI;NO;NO;103,917;106,917;
P289KNK;18/11/2025;SI;SI;NO;NO;39,818;44,818;C/F CABINA
P209LLC;18/11/2025;SI;NO;NO;NO;147,214;150,214;
P198HTK;18/11/2025;NO;NO;NO;NO;148,924;163,924;C/A CAJA AUTOMATICA
P679KXX;18/11/2025;SI;NO;NO;NO;21,130;26,130;
C964BVQ;18/11/2025;SI;SI;SI;SI;114,158;119,158;MANTENIMIENTO FRENOS DELANTEROS
P146GJL;19/11/2025;SI;SI;NO;NO;188,181;191,181;C/F CABINA, LAVADO DE MOTOR
P221JXJ;19/11/2025;SI;NO;NO;NO;S/F;S/F;C/F CABINA
P865KSF;19/11/2025;NO;NO;NO;NO;NO;NO;C/BOMBA CENTAL DE CLUTCH
P261BNB;19/11/2025;X;X;X;X;X;X;C/TERMINALES DE DIRECCION
P771KYG;19/11/2025;SI;NO;NO;NO;145,352;149,352;
P123KHY;19/11/2025;SI;SI;NO;NO;150,129;153,129;C/F CABINA
P323KCZ;19/11/2025;NO;NO;NO;NO;NO;NO;C/CREMALLERA DIRECCION, C/ESTABILIZADORAS, C/RADIADOR
P003HXY;19/11/2025;SI;SI;NO;NO;86,041;89,041;C/F CABINA, MECANICA VARIA ORDEN NO. 13667
P063LJW;20/11/2025;SI;SI;NO;NO;148,613;151,613;C/A CAJA PROX/C 168,613., C/F CABINA, MEC VARIA ORDEN NO. 13725
P186JNS;20/11/2025;NO;SI;NO;NO;NO;NO;DIAGNOSTICO Y MANTENIM SISTEMA EGR
P913GWK;21/11/2025;NO;NO;NO;NO;207,818;217,818;C/A CAJA AUTOMATICA
P602HZZ;21/11/2025;NO;NO;NO;NO;NO;NO;C/PASTILLAS DELANTERAS
P250KVT;21/11/2025;SI;NO;NO;NO;147,159;150,159;C/A CAJA AUTOM. PROX/C 157,159,. C/TERMINAL DE DIRECCION DERECHA
P273KFR;21/11/2025;SI;NO;NO;NO;101,429;104,429;
P949KNK;22/11/2025;SI;SI;SI;SI;100,433;105,433;C/F CABINA
P881GJL;22/11/2025;SI;NO;NO;SI;205,041;208,041;
P641JJD;22/11/2025;SI;NO;NO;NO;228,571;231,571;C/A CAJA AUTOMATICA PROX/C 238,571
P090FHR;22/11/2025;NO;NO;NO;NO;NO;NO;MEC VARIA ORDEN NO. 13735
P766DVX;22/11/2025;SI;SI;NO;NO;109,872;111,872;MEC VARIA ORDEN NO. 13734
P510KVW;24/11/2025;SI;NO;NO;NO;136,372;139,372;
P366HXB;24/11/2025;SI;NO;NO;NO;105,698;108,698;
P702JYY;24/11/2025;SI;SI;SI T/A SI;SI;88,526;93,526;C/F CABINA, LAVADO DE MOTOR
C877CBW;24/11/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO FRENOS DELANT IZQUIERDO
P833JTX;24/11/2025;SI;NO;NO;NO;39,924;44,924;
P592GVJ;24/11/2025;SI;SI;NO;NO;79,689;82,689;
C109BYF;24/11/2025;SI;NO;NO;SI;41,522;46,522;
p309JKC;25/11/2025;SI;SI;SI;SI;76,948;81,948;
P524KZS;25/11/2025;SI;SI;NO;NO;214,551;217,551;
P769LFN;25/11/2025;SI;NO;NO;NO;74,644;77,644;
P869LDN;25/11/2025;SI;NO;NO;NO;115,612;120,612;C/F CABINA
P970HXQ;25/11/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO FLECHAS DELANTERAS, REPARACION FUGA CAJA AUTOMATICA
P569GBM;25/11/2025;NO;NO;NO;NO;NO;NO;C/BUFA TRASERA DERECHA, C/RETENEDOR POLEA CIGÜEÑAL
P591GYZ;25/11/2025;NO;NO;NO;NO;NO;ON;FRENOS DELANT, MANTEIMIENTO FRENOS TRASER, C/EMPAQUE TAPA VALVULAS
P065FRB;25/11/2025;NO;NO;NO;NO;NO;NO;C/AMORTIGUADORES DELANTEROS
P340KCG;25/11/2025;NO;NO;NO;NO;NO;NO;FRENOS TRASEROS, RECTIF, 2 DISCOS TRASEROS, C/FAJA, TENSOR Y 2 POLEAS
P486FJP;25/11/2025;SI;NO;NO;NO;169,763;171,263;SOLO SE LE DIERON 1500 MILLAS, C/EMPAQUE CULATA
P375FJJ;26/11/2025;SI;SI;NO;NO;184,633;189,633;ROTACION DE LLANTAS
P602HZZ;26/11/2025;SI;SI;NO;NO;298,601;303,601;C/F CABINA
P140DTV;26/11/2025;NO;NO;NO;NO;NO;NO;REPARACION FUGA DE ACEITE, C/FAJA
P224JBK;26/11/2025;SI;NO;NO;NO;149,992;152,992;
P015JCX;26/11/2025;SI;NO;NO;NO;428,736;433,736;
P366HXB;26/11/2025;NO;NO;NO;NO;NO;NO;RECTIFICACION DE DISCOS, FRENOS DELANT. Y TRASEROS
916JZH;27/11/2025;SI;NO;NO;NO;35,033;38,033;
C828BVV;27/11/2025;SI;NO;SI (2);SI;33,301;38,301;
P438KBZ;27/11/2025;SI;SI;SI;SI;40,000;45,000;C/F CABINA
P058FKL;27/11/2025;SI;SI;NO;NO;161,863;164,863;C/F CABINA, C/A CAJA AUTOM PROX/171,863
P688FYW;27/11/2025;SI;SI;NO;SI;335,776;340,776;
P097JXN;27/11/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO CUERPO ACELERACION, MANTENIMIENTO FRENO DE MANO
C877CBW;27/11/2025;NO;NO;NO;NO;NO;NO;C/HULES ESTABILIZADORES
P031LHL;27/11/2025;SI;NO;NO;NO;136,006;141,006;C/F CABINA
P716KBY;27/11/2025;SI;NO;SI;NO;55,768;60,768;LAVADO DE MOTOR
P044JKM;27/11/2025;SI;SI;NO;NO;114,097;116,097;
P848JCX;27/11/2025;NO;NO;NO;NO;NO;NO;RECTIF. DISCOS DELANTEROS, FRENOS DELANTEROS
P076BNS;27/11/2025;SI;NO;SI (2);SI;250,757;253,757;C/SOPORTE TRANSMISION Y 3 CRYCES TRANSMISION
HBM6224;28/11/2025;NO;NO;NO;NO;NO;NO;ACEITE CATARINA
P120KLX;29/11/2025;SI;NO;NO;SI;54,443;57,443;LAVADO DE MOTOR
P928JRT;28/11/2025;SI;SI;NO;NO;215,820;217,820;
P449GQQ;28/11/2025;NO;NO;NO;NO;140,145;150,145;C/A CAJA AUTOMATICA
P966CMC;28/11/2025;SI;SI;NO;NO;240,120;245,120;C/F CABINA
P175JVT;28/11/2025;SI;SI;SI;SI;15,000;20,000;C/F CABINA
P951KSS;28/11/2025;SI;SI;NO;NO;151,598;154,598;
P051GXP;28/11/2025;SI;NO;SI;SI;136,133;141,133;
C515BWF;28/11/2025;SI;SI;SI;SI;93,982;38,982;
P897JRM;28/11/2025;SI;NO;NO;SI;68,861;73,861;
P018GRC;28/11/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANTEROS, RECTIF DISCOS DELANTEROS
P691FFD;28/11/2025;NO;NO;NO;NO;NO;NO;DIAGNOSTICO Y C/SENSOR CKP
P344KWQ;28/11/2025;NO;NO;NO;NO;NO;NO;C/EMPAQUE CULATA, BOMBA DE AGUA, MANTENIMEINTO MOTOR ARRANQUE, LAV MOTOR
P241LLC;29/11/2025;SI;SI;NO;NO;136,005;139,005;C/F CABINA
P750FNQ;29/11/2025;SI;SI;NO;NO;236,776;241,776;C/F CABINA
P515GKB;29/11/2025;SI;SI;NO;NO;138,746;141,746;C/F CABINA
P120LJG;29/11/2025;SI;NO;NO;NO;110,288;113,288;
P544LFQ;29/11/2025;NO;NO;NO;NO;NO;NO;RECTIF TAMBORES TRASEROS, C/RETENEDOR FLECHA DERECHA TRASERA, FRENOS TRASEROS
P431HXB;29/11/2025;SI;SI;NO;NO;81,172;84,172;C/A CAJA AUTOMATICA PROX/C 91,172
P561KYG;29/11/2025;NO;NO;NO;NO;83,381;93,381;C/A CAJA AUTOMATICA
P722FPK;29/11/2025;SI;SI;NO;SI;194,923;199,923;
P305FQC;29/11/2025;SI;SI;NO;SI;121,517;125,517;
P521JSG;1/12/2025;SI;SI;NO;SI;55,786;60,786;C/F CABINA
P052HWL;1/12/2025;SI;SI;NO;SI;48,497;53,497;C/F CABINA
P873JQC;1/12/2025;SI;SI;NO;SI;104,628;109,628;C/F CABINA
P309KYH;1/12/2025;NO;NO;NO;NO;112,411;132,411;C/A CAJA AUTOMATICA
P846DTV;1/12/2025;SI;NO;NO;SI;S/F;S/F;
P234GGZ;1/12/2025;SI;SI;NO;NO;183,798;186,798;
P785GJL;1/12/2025;NO;NO;NO;NO;NO;NO;C/CREMALLERA DE DIRECCION
P925KWM;1/12/2025;SI;SI;NO;NO;131,062;134,062;
P120KLX;1/12/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANTEROS Y TRASEROS, RECTIF. DISCOS DELANT. Y TRASEROS
P509LFV;2/12/2025;SI;NO;NO;NO;145,115;148,115;
P115JFJ;2/12/2025;SI;NO;NO;NO;144,454;147,454;C/F CABINA, LAVADO DE MOTOR
P141JHB;2/12/2025;SU;NO;NO;NO;98,218;103,218;
P452GVH;2/12/2025;SI;NO;NO;SI;131,556;136,556;
P912JJD;2/12/2025;NO;NO;NO;NO;NO;NO;REPARACION FUGA REFRIGERANTE
P186LFG;2/12/2025;NO;NO;NO;NO;NO;NO;RESCTIF. DISCOS DELANT Y TRASEROS, FRENOS
P977HJJ;3/12/2025;SI;SI;NO;NO;113,659;115,659;
P655GMD;3/12/2025;NO;SI;NO;NO;157,520;159,520;C/A CAJA PROX/C 167,520
P818KWT;3/12/2025;SI;NO;NO;NO;19,261;24,261;
P132KYW;3/12/2025;NO;NO;SI;NO;NO;NO;C/FILTROS DIESEL (2)
P684JRK;3/12/2025;SI;SI;SI;NO;78,754;83,754;C/F CABINA, LAVADO DE MOTOR, FLUSHING
P635JXN;3/12/2025;NO;NO;NO;NO;NO;NO;PRUEBA DE ESTANQUEIDAD
P115JFJ;3/12/2025;NO;NO;NO;NO;NO;NO;REEMPLAZO COJINETE RUEDA DEREC, C/COJINETE FLECHA DERECHA
P140DTV;3/12/2025;NO;NO;NO;NO;NO;NO;C/BASE AMORTIGUADOR Y C/AMORTIGUADOR
P044JKM;3/12/2025;NO;NO;NO;NO;NO;NO;C/TENSOR Y FAJAS DE ACCESORIOS
P975KXN;4/12/2025;SI;SI;NO;SI;157,960;160,960;
C877CBW;4/12/2025;SI;SI;NO;SI;59,976;64,976;
P756LHL;4/12/2025;SI;NO;NO;NO;143,716;146,716;
P359LDR;4/12/2025;SI;NO;NO;NO;11,239;16,239;
P587JFH;4/12/2025;SI;SI;NO;NO;118,783;123,783;
P188JNM;4/12/2025;SI;SI;SI;SI;118,592;123,592;C/A CAJA PROX/C 133,592
P872JXM;4/12/2025;SI;NO;NO;NO;177,254;180,254;MEC VARIA ORDEN NO. 13847
P618JGV;4/12/2025;SI;SI;NO;NO;141,486;144,486;
P962GRC;4/12/2025;SI;SI;NO;NO;98,650;101,650;
P878LHL;4/12/2025;NO;NO;NO;NO;NO;NO;C/ALTERNADOR Y FAJA
P458KPV;4/12/2025;SI;SI;NO;NO;147,477;150,477;
P323KCY;4/12/2025;SI;SI;SI;SI;38,437;42,437;C/F CABINA
P068GNF;4/12/2025;NO;NO;NO;NO;149,281;169,281;C/A CAJA
P589BVK;4/12/2025;SI;NO;NO;NO;187,300;190,300;
P494GNJ;4/12/2025;SI;NO;NO;NO;231,570;234,570;C/TAPA VALVULA, C/EMPAQUE VTEC, C/CARGADORES
426LJG;5/12/2025;SI;NO;NO;NO;53,107;56,107;
P194KTM;5/12/2025;SI;SI;NO;SI;39,773;44,773;C/F CABINA
P515GKB;5/12/2025;NO;NO;NO;NO;138,833;148,833;C/A CAJA AUTOMATICA
P408KRR;5/12/2025;SI;NO;NO;SI;28,445;33,445;
P643JJD;5/12/2025;SI;SI;NO;NO;106,685;111,685;
P429KTD;5/12/2025;NO;NO;NO;NO;NO;NO;MEC VARIA ORDEN NO. 13826
