placa;fecha;filtro_aceite;filtro_aire;filtro_diesel;engrase;este_cambio;proximo_cambio;observaciones
P125GBX;21/04/2022;SI;SI;NO;SI;167,332;172,332;
P257JLQ;21/04/2022;SI;SI;SI;SI;19.920;25,000;C/FILTRO DE CABINA
P146GJL;21/04/2022;SI;NO;NO;NO;112,244;115,244;
P513JCX;21/04/2022;SI;SI;NO;NO;32,514;37,514;SE HIZO LAVADO DE MOTOR.
P417JJF;20/04/2022;SI;NO;NO;SI;87,262;92,262;C/PAST. DELANTERAS.
P455HPZ;22/04/2022;SI;SI;NO;NO;131,684;134,684;
P964HZL;22/04/2022;SI;NO;NO;NO;109,079;112,079;
P562FZS;22/04/2022;SI;SI;NO;SI;109,608;114,608;
P957DJV;22/04/2022;SI;SI;NO;SI;59,985;64,985;
P599GNJ;23/04/2022;SI;NO;NO;NO;163,895;165,895;
P408CRV;23/04/2022;SI;NO;NO;NO;199,354;202,354;
P272JHB;23/04/2022;SI;SI;NO;NO;75,004;78,004;SE HIZO BALANCEO.
P841GFG;23/04/2022;SI;SI;NO;NO;S/S;S/S;MEC. VARIAS ORDEN 5353
P797JBJ;23/04/2022;SI;NO;NO;NO;179,914;182,914;MEC. VARIAS ORDEN 5203
P972JBJ;25/04/2022;SI;SI;SI;SI;30,639;35,639;C/F CABINA, FLUSHING Y LAV. MOTOR
P206JFJ;25/04/2022;SI;NO;NO;NO;49,029;52,029;
P002HXY;25/04/2022;SI;SI;SI;SI;20,387;25,387;
P632JDB;26/04/2022;SI;SI;NO;NO;74,771;77,771;C/F CABINA
P255GCX;26/04/2022;SI;NO;NO;NO;85,669;88,669;C/A CAJA AUTOMATICA MAQUINA
P523JLC;26/04/2022;SI;NO;NO;NO;66,231;71,231;SE HIZO LAVADO DE MOTOR
P574JNM;26/04/2022;SI;SI;NO;NO;113,046;116,046;SE HIZO LAVADO DE MOTOR
P715JCX;14/04/2022;XX;XX;XX;XX;178,482;188,482;C/A CAJA AUTOMATICA
P252FWJ;27/04/2022;SI;NO;NO;NO;185,630;188,630;SE HIZO LAVADO DE MOTOR
P367JSD;27/04/2022;SI;NO;NO;NO;53,142;58,142;
P574JHX;27/04/2022;SI;SI;NO;SI;46,582;51,582;
P666JCX;27/04/2022;SI;SI;NO;NO;218,004;220,004;
P497GLD;27/04/2022;SI;SI;NO;SI;158,066;163,066;SE HIZO LAVADO DE MOTOR
P625GRM;27/04/2022;XX;XX;XX;XX;XX;XX;C/DISCOS Y AJUSTE DE FRENO DE MANO
P810HPC;27/04/2022;XX;XX;XX;XX;XX;XX;C/ FAJA UNICA Y C/ COJINETE DE POLEA
P935FQD;27/04/2022;SI;SI;NO;NO;224,308;226,308;SE HIZO LAVADO DE MOTOR
P733JNL;27/04/2022;SI;NO;NO;NO;87,091;90,091;C/A CAJA AUTOMATICA
P486JGB;29/12/2021;SI;SI;SI;NO;12,978;17,978;SE HIZO LAVADO DE MOTOR.
P960HBG;28/04/2022;SI;NO;NO;NO;269,259;274,259;
P170JLN;28/04/2022;SI;SI;NO;NO;38,870;43,870;
P664JCW;28/04/2022;SI;NO;NO;NO;209,419;211,419;
P325FXC;28/04/2022;SI;SI;NO;NO;46,581;49,581;
P667JGZ;28/04/2022;SI;NO;NO;NO;140,766;143,766;
P534CXY;29/04/2022;SI;SI;NO;NO;125,378;127,378;
P448FYX;29/04/2022;SI;NO;NO;NO;81,750;86,750;
P738GHT;29/04/2022;SI;SI;NO;NO;111,504;114,504;
P486JGB;29/04/2022;SI;SI;NO;NO;19,711;24,711;SE HIZO LAVADO DE MOTOR
P760FLH;29/04/2022;SI;NO;NO;SI;75,660;80,660;
P831JNL;29/04/2022;SI;SI;NO;NO;157,819;160,819;C/FILTRO DE CABINA
C401BSW;29/04/2022;SI;NO;NO;SI;29,520;34,520;SE HIZO LAVADO DE MOTOR
P527HDK;29/04/2022;SI;SI;NO;SI;84,499;87,499;
P729HSF;28/04/2022;SI;NO;NO;SI;370,229;372,226;
P149JGY;30/04/2022;SI;NO;NO;NO;232,427;237,427;C/A CAJA AUTOMATICA
P082GYW;30/04/2022;XX;XX;XX;XX;XX;XX;C/ COJINETE COMPRESOR Y POLEA
P403GPQ;30/04/2022;SI;NO;NO;NO;139,766;142,766;C/F CABINA
P528GTC;30/04/2022;SI;NO;NO;NO;254,940;259,940;C/FILTRO CABINA
P760FLH;30/04/2022;XX;XX;XX;XX;XX;XX;MANTENIMIENTO FRENOS TRASEROS
P314JBK;30/04/2022;SI;NO;NO;NO;36,928;39,928;SE HIZO LAVADO DE MOTOR
P977HJJ;30/04/2022;SI;SI;NO;NO;100,102;102,102;
P610GCG;30/04/2022;SI;SI;NO;NO;132,679;134,679;MANTENIMIENTO FRENOS TRASEROS
P897JGZ;30/04/2022;XX;XX;XX;XX;XX;XX;MANO DE OBRA BUFA
P706HZK;2/05/2022;SI;SI;NO;NO;90,212;95,212;
P072GKH;2/05/2022;SI;SI;NO;NO;113,432;118,432;
P581GXQ;2/05/2022;SI;SI;NO;NO;181,717;183,717;
P824FKQ;2/05/2022;SI;NO;NO;NO;159,879;162,879;SE HIZO LAVADO DE MOTOR
P385DRC;2/05/2022;SI;SI;NO;SI;243,460;248,460;
P564GVW;2/05/2022;SI;SI;NO;NO;139,047;141,047;
P281HLV;2/05/2022;SI;SI;NO;NO;140,554;143,554;C/A CAJA AUTOMATICA
P864HMN;2/05/2022;SI;SI;NO;NO;85,411;90,411;
P750JBJ;3/05/2022;XX;XX;XX;XX;140,134;155,134;C/A CAJA AUTOMATICA
P843JTW;3/05/2022;SI;SI;NO;NO;114,745;117,745;
P452BNP;3/05/2022;SI;SI;NO;SI;179,748;184,748;
P752JBJ;3/05/2022;SI;SI;NO;NO;111,316;114,316;SE HIZO LAVADO DE MOTOR
P069HXY;3/05/2022;SI;NO;NO;NO;134,470;137,470;SE HIZO LAVADO DE MOTOR
P229DMQ;3/05/2022;XX;XX;XX;XX;XX;XX;ORDEN DE TRABAJO NO. 5365
P625DGV;3/05/2022;XX;XX;XX;XX;XX;XX;ORDEN DE TRABAJO NO. 5316
P794DHG;4/05/2022;SI;NO;NO;NO;163,052;166,052;SE HIZO LAVADO DE MOTOR
P220GVP;4/05/2022;SI;SI;NO;NO;140,247;142,247;SERVICIO DE SCANNER
C560BSN;4/05/2022;SI;NO;SI;SI;148,660;153,660;SE HIZO LAVADO DE MOTOR
P448HQM;4/05/2022;SI;SI;SI;SI;87,692;92,692;SE HIZO LAVADO DE MOTOR
P575FWQ;4/05/2022;SI;SI;NO;NO;126,336;128,336;SE HIZO LAVADO DE MOTOR
P714JCX;4/05/2022;SI;NO;NO;NO;69,009;72,009;C/ BARRAS ESTABILIZADORAS (2)
P911JGZ;3/05/2022;SI;SI;NO;SI;120,488;125,488;C/A CAJA AUTO Y ORDEN NO. 5423
C021BTD;5/05/2022;SI;NO;NO;NO;88,400;91,400;
P462BLT;5/05/2022;SI;SI;SI;SI;S/F;S/F;
P884GWM;5/05/2022;SI;SI;NO;NO;133,336;136,336;C/A CAJA AUTOMATICA Y BALANCEO
P531HZL;5/05/2022;SI;SI;NO;NO;92,885;95,885;
C828BVV;5/05/2022;SI;NO;NO;NO;4,204;7,204;
P184CWZ;5/05/2022;SI;SI;SI;SI;304,957;307,957;LIMPIEZA Y GRADUACION FRENOS TRASEROS
P314JBK;5/05/2022;XX;XX;XX;XX;XX;XX;AJUSTE DE CREMALLERA DE DIRECCIÓN
P698GJL;6/05/2022;SI;NO;NO;NO;62,560;65,560;SE HIZO LAVADO DE MOTOR.
P585JGZ;6/05/2022;SI;SIO;NO;NO;86,352;89,352;
P216GGK;6/05/2022;SI;SI;NO;NO;178,855;180,855;
P529GWR;6/05/2022;SI;SI;SI;SI;138,265;143,265;SE HIZO LAVADO DE MOTOR.
P919JGZ;6/05/2022;SI;NO;NO;NO;86,613;89,613;
P146GJL;6/05/2022;XX;XX;XX;XX;XX;XX;C/PAST. PROP. TRAJO LAS PAST.
P035DFZ;6/05/2022;SI;NO;NO;NO;151,823;156,823;C/REFRIGERANTE.
P850GFK;7/05/2022;SI;SI;NO;SI;141,729;146,729;
P536FWT;7/05/2022;SI;NO;NO;NO;296,744;299,744;
P069JGY;7/05/2022;SI;NO;NO;NO;65,336;68,336;
P156JHB;7/05/2022;SI;NO;NO;NO;94,000;97,000;
P500GKV;7/05/2022;SI;SI;NO;NO;132,160;134,160;
P132JFJ;7/05/2022;SI;SI;SI;NO;44,284;47,284;C/F CABINA Y LAVADO DE MOTOR
P506FRX;7/05/2022;XX;XX;XX;XX;XX;XX;MANTO. Y REP. FRENOS ORDEN NO. 5436
P408CRV;9/05/2022;XX;XX;XX;XX;XX;XX;CAMBIO DE REGULADOR
C163BSM;9/05/2022;SI;NO;SI;SI;73,874;78,874;SE HIZO LAVADO DE MOTOR
P767FQQ;9/05/2022;SI;NO;NO;NO;184,078;186,078;
P267DRL;9/05/2022;SI;SI;NO;NO;208,159;211,159;C/F CABINA Y LAVADO DE MOTOR
P171JBK;9/05/2022;SI;NO;NO;NO;80,106;83,106;SE HIZO LAVADO DE MOTOR
P884GMH;9/05/2022;SI;SI;NO;NO;147,654;149,654;SE HIZO LAVADO DE MOTOR
P227HQV;9/05/2022;SI;SI;SI;NO;104,426;109,426;ORDEN DE TRABAJO NO. 5420
P516FLQ;10/05/2022;SI;NO;NO;SI;154,634;159,634;
P708FWC;10/05/2022;SI;SI;NO;NO;155,694;158,694;
P203GFM;10/05/2022;XX;XX;XX;XX;106,976;116,976;C/A CAJA AUTO. C/PAST MF823
P853JJD;10/05/2022;SI;NO;NO;NO;137,232;140,232;C/ TERMINAL Y ROTULA
P865GLV;11/05/2022;SI;SI;NO;NO;150,826;152,826;
P613HPY;11/05/2022;SI;NO;NO;NO;133,135;138,135;C/FLUIDOS, C/BATERIA Y LAV. MOTOR
P196JQM;7/04/2022;SI;SI;NO;SI;53,789;58,789;
P196JQM;12/05/2022;SI;NO;NO;NO;59,952;64,952;
P866HXX;12/05/2022;SI;SI;NO;SI;120,829;125,829;SE HIZO LAVADO DE MOTOR
P180HMT;12/05/2022;SI;SI;NO;NO;33,963;36,963;SE HIZO LAVADO DE MOTOR
P710FGT;12/05/2022;SI;SI;NO;SI;155,540;157,540;C/A CATARINA Y SE HIZO LAVADO MOTOR
P158HLS;12/05/2022;SI;SI;NO;NO;151,748;153,748;ORDEN DE TRABAJO NO.5486
P712DFW;12/05/2022;XX;XX;XX;XX;XX;XX;C/MOTOR ARRANQUE Y EMP. TAP. VALVULA
P329GRP;13/05/2022;SI;NO;NO;NO;95,462;98,462;
P665JCX;13/05/2022;SI;SI;NO;NO;75,619;78,619;
P184FYR;13/05/2022;SI;SI;NO;NO;71,012;74,012;
P754FQC;13/05/2022;SI;NO;NO;NO;154,117;156,117;C/4 SHOCKS Y MANTO. FRENOS DEL. Y TRAS.
P356FNP;13/05/2022;XX;XX;XX;XX;XX;XX;C/CARB. 2 CONTACTOS 1 PLANYER
P864HMN;13/05/2022;XX;XX;XX;XX;XX;XX;C/EMPAQUE TAPA DE VALV.
P282JBK;13/05/2022;XX;XX;XX;XX;XX;XX;C/A CAJA AUT. PAST, Y 2 GUARD. FLECHA.
P571FGS;14/05/2022;SI;SI;NO;NO;S/F;S/F;
P737JCX;14/05/2022;SI;SI;SI;SI;46,472;51,472;C/FILTRO CABINA
P703GRL;14/05/2022;SI;SI;SI;NO;88,694;93694;SE HIZO LAVADO DE M0TOR
P536FRR;14/05/2022;SI;NO;NO;NO;161,129;166,129;C/ TRES CANDELAS
P643JJD;14/05/2022;SI;SI;NO;NO;35.518;40,518;SE HIZO LAVADO DE MOTOR.
P078JBK;14/05/2022;SI;NO;NO;NO;19,190;22,190;SE HIZO LAVADO DE MOTOR.
C560BSN;14/05/2022;XX;XX;XX;XX;XX;XX;C/PAST. DELANTERAS. RECT. DISCOS.
P875HGR;14/05/2022;SI;SI;NO;NO;90,450;93,450;SE HIZO LAVADO DE MOTOR.
P433FVV;14/05/2022;SI;SI;NO;NO;57,753;60,753;C/DE SHOCKS, 2 EST.
P815JRN;17/05/2022;SI;NO;NO;SI;5,557;10,557;SE HIZO LAVADO DE MOTOR.
P836GDZ;17/05/2022;SI;SI;NO;NO;195,475;197,475;SE HIZO LAVADO DE MOTOR.
P988JKH;17/05/2022;SI;NO;NO;NO;37,251;40,251;
P531GNK;17/05/2022;SI;NO;NO;NO;S/STICKER;S/STICKER;SE HIZO LAVADO DE MOTOR.
P935HQJ;17/05/2022;SI;NO;NO;NO;32.391;35,391;C/FILTRO DE CABINA
P918JCW;18/05/2022;SI;NO;NO;NO;117,389;120,389;
P889CYD;18/05/2022;SI;NO;NO;NO;297,831;300,831;
P206FZT;18/05/2022;SI;SI;SI;SI;82,602;87,602;
P693GKG;18/05/2022;SI;NO;NO;SI;98,967;103,967;C/FILTRO DE CABINA.
P351FBX;18/05/2022;SI;SI;NO;NO;117,166;120,166;C/A A CAJA AUT. Y FILTRO CABINA.
P015JCX;18/05/2022;SI;NO;NO;NO;315,072;320,072;
P872CGM;18/05/2022;SI;SI;SI;SI;283,575;288,575;
P059JBQ;18/05/2022;SI;SI;NO;NO;101,004;104,004;
P947GQL;18/05/2022;SI;SI;SI;NO;61,334;66,334;C/F CABINA Y REC. 2 DISCOS.
P560DYD;18/05/2022;XX;X;XX;XX;XX;XX;C/CAND. 1 EMP. Y CAND.
P569JGZ;19/05/2022;SI;NO;NO;SI;86,575;91,575;
C560BSN;19/05/2022;SI;NO;NO;NO;152,540;157,540;C/PAST. TRAS. Y 2 DISCOS.
P717JGX;19/05/2022;XX;XX;XX;XX;XX;XX;C/1 MUL. 1 TERM. 2 HUL. BARRA EST.
P944GVH;19/05/2022;SI;SI;SI;SI;54,539;59,539;C/PAST. DEL. Y TRAS. F/CAB. C/REFRIG.
P136FPD;20/05/2022;SI;SI;NO;NO;88,781;91,791;C/F CABINA Y LAV. MOTOR.
P533DGM;20/05/2022;SI;NO;NO;NO;434,596;436,596;
P943HZL;20/05/2022;SI;NO;NO;NO;74,803;77,803;C/DE FAJA UNICA.
P603JCX;20/05/2022;SI;SI;NO;NO;142,688;145,688;SE HIZO LAVADO DE MOTOR.
P784JJW;20/05/2022;SI;NO;NO;SI;55,117;60,117;
P282JBK;20/05/2022;SI;NO;NO;NO;132,290;135,290;
P889HJV;21/05/2022;SI;SI;NO;NO;161,652;164,652;SE HIZO LAVADO DE MOTOR.
P805HXX;21/05/2022;SI;NO;NO;NO;177,381;180,381;
P733FPF;21/05/2022;SI;SI;SI;SI;212,269;217,269;SE HIZO LAVADO DE MOTOR.
P659FFJ;23/05/2022;SI;SI;NO;SI;243,132;245,132;SE HIZO LAVADO DE MOTOR.
P520GJF;23/05/2022;SI;SI;NO;NO;129,259;131,259;
P318FKZ;23/05/2022;XX;XX;XX;XX;XX;XX;C/CANDELAS Y FILTRO GAS.
P457GRN;24/05/2022;SI;NO;NO;NO;223,302;225,305;C/A CAJA AUTO, C/PAST Y FAJA U. ORD.NO.5566
P015HFP;25/05/2022;SI;NO;NO;NO;136,766;138,766;LIMPIEZA FRENOS.
P206JTH;25/05/2022;XX;XX;XX;XX;148,394;168,394;C/A. MAQUINA, PAST. DEL. y TRAS. FL/FRENOS
P951HZL;25/05/2022;SI;SI;NO;NO;152,616;155,616;C/ 1 ESTABILIZADORA
P893HFC;26/05/2022;SI;NO;NO;SI;30,678;35,678;
P625DGV;26/05/2022;SI;SI;NO;NO;S/F;S/F;20/B ACEITE CATARINA.
P003HXY;26/05/2022;SI;SI;NO;NO;55,374;58,374;C/TERM. DE VARILLA
P519GJF;26/05/2022;XX;XX;XX;XX;XX;XX;C/Emp. Valv./1 Cargador, /2 Estab.
P117FMH;26/05/2022;SI;SI;SI;SI;141,013;146,013;C/4 BUSHING MUL. Y 1 FAJA GATES.
P125GBX;26/05/2022;XX;XX;XX;XX;XX;XX;M/O REP. COMPRESOR.
P761CPX;27/05/2022;SI;SI;SI;SI;193,466;198,466;SE HIZO LAVADO DE MOTOR.
P706HZK;27/05/2022;XX;XX;XX;XX;92,116;102,116;C/A SOLO A CAJA AUT. Y LAV. MOTOS.
P154JQP;27/05/2022;SI;SI;NO;NO;120,494;123,494;SE HIZO LAVADO DE MOTOR.
P495JTL;27/05/2022;SI;SI;NO;NO;80,711;83,711;MECANICA VARIAS ORDEN No. 5584
P401DQB;27/05/2022;XX;XX;XX;XX;XX;XX;MECANICA VARIAS ORDEN No. 5573
P720FKQ;27/05/2022;XX;XX;XX;XX;88,126;98,126;MECANICA VARIAS ORDEN 5484
P150FJQ;28/05/2022;SI;NO;NO;NO;107,444;110,444;C/A CAJA AUTOMATICA Y LAVADO MOTOR
P144JCX;28/05/2022;SI;NO;NO;NO;88,294;93,294;LAVADO DE MOTOR
P931GJS;28/05/2022;SI;NO;NO;NO;115,775;118,775;C/FILTRO CABINA
P693GFK;28/05/2022;SI;SI;NO;NO;106,831;109,831;
P101JJF;28/05/2022;SI;SI;NO;SI;448,000;450,000;
P997HSF;28/05/2022;SI;SI;NO;NO;94,750;97,750;c/guardapolvos flecha, estabilizadoras y filtro cabina
P683FKB;30/05/2022;SI;SI;NO;NO;138,127;141,127;c/sensor oxigeno, flushing y lavado motor
P473JGX;30/05/2022;SI;NO;NO;NO;47,984;50,984;C/F CABINA Y LAVADO DE MOTOR
P099JFH;30/05/2022;SI;N;NO;NO;114,690;117,690;VER ORDEN NO. 5603
P181JFH;30/05/2022;SI;NO;NO;NO;155,049;158,049;
P004JCY;31/05/2022;SI;SI;NO;NO;133,659;135,659;
P656HSS;31/05/2022;SI;NO;NO;NO;164,433;167,433;
P957DJV;31/05/2022;XX;XX;XX;XX;XX;XX;MECANICA VARIA ORDEN NO 5569
P459FWL;1/06/2022;SI;NO;NO;NO;136,703;139,703;
P083JLM;1/06/2022;SI;SI;NO;SI;178,690;180,690;
P415JJF;1/06/2022;SI;SI;NO;NO;200,188;202,188;
P763JLK;1/06/2022;SI;NO;NO;NO;123,812;126,812;MECANICA VARIA ORDEN NO. 5368
P721FXY;2/06/2022;SI;SI;NO;NO;78,658;83,658;
P321HSV;2/06/2022;SI;NO;NO;NO;36,725;41,725;MANTO. FRENOS Y LAV. MOTOR.
P316JPJ;2/06/2022;SI;NO;NO;NO;7,305;12,305;
P638JMW;2/06/2022;SI;NO;SI;SI;18,495;23,495;C/PAST. DEL. Y LAV. MOTOR.
P767FMZ;2/06/2022;XX;XX;XX;XX;XX;XX;ORDEN No. 5577
P728DHS;3/06/2022;SI;SI;NO;NO;220,973;225,973;C/2 MULETAS Y LAVADO DE MOTOR.
P520JNS;3/06/2022;SI;NO;NO;NO;48,549;51,549;C/REFRIGERANTE
P985GXL;4/06/2022;SI;SI;NO;NO;101,493;104,493;C/F CABINA Y SE HIZO LAVADO DE MOTOR
P494JJD;4/06/2022;SI;SI;NO;SI;5,377;10,377;SE HIZO PRUEBA DE PRESURIZACION
P287GNC;4/06/2022;SI;NO;NO;NO;160,586;162,586;
P519GJF;4/06/2022;SI;SI;NO;NO;144,544;147,544;LIMPIEZA DE CANDELAS Y CABLES
P257JLQ;4/06/2022;SI;NO;NO;SI;25,214;30,214;SE HIZO FLUSHING Y LAVADO DE MOTOR
P297JBK;6/06/2022;SI;NO;SI;NO;112,991;117,991;
P402GXT;6/06/2022;SI;SI;NO;NO;112,513;114,513;SE HIZO LAVADO DE MOTOR
P499FLH;6/06/2022;SI;SI;NO;NO;107,693;109,693;REPARACION DE MOTOR ORDEN NO 5539
P925GYV;8/06/2022;XX;XX;XX;XX;XX;XX;C/PASTILLAS MF 671
P125GBX;8/06/2022;SI;NO;SI;SI;172,590;177,590;CAMBIO DE FAJA
P959GBH;8/06/2022;SI;NO;NO;NO;70,246;73,246;
P715FVH;8/06/2022;SI;NO;NO;SI;225,775;230,775;C/F CABINA K1414
P866HXX;8/06/2022;NO;NO;NO;NO;XX;XX;ORDEN DE TRABAJO NO. 5646
P206JTH;8/06/2022;SI;SI;NO;NO;148,592;151,592;C/REFRIGERANTE
P940FYS;8/06/2022;SI;NO;NO;NO;171,440;174,440;MECANICA VARIA ORDEN NO. 5634
P625GRM;9/06/2022;XX;XX;XX;XX;XX;XX;BALANCEO, PRUEBA DE PRESURIZACION
P173JGH;9/06/2022;SI;NO;NO;NO;16,331;19,331;C/F CABINA
P367FNC;9/06/2022;SI;SI;NO;SI;307,026;312,026;SE HIZO LAVADO DE MOTOR
P625DGV;9/06/2022;XX;XX;XX;XX;XX;XX;ORDEN DE TRABAJO NO. 5647
P154HKN;10/06/2022;SI;NO;NO;NO;111,521;114,521;
P938FMT;10/06/2022;XX;XX;XX;XX;69,317;79,317;C/A CAJA AUTOMATICA
P012GKH;10/06/2022;SI;SI;NO;SI;134,768;139,768;
P178JBJ;10/06/2022;SI;NBO;NO;NO;87,062;92,062;
P727HZL;10/06/2022;SI;SI;SI;SI;110,076;115,076;C/FILTRO CABINA Y LAVADO MOTOR
P469GMJ;10/06/2022;SI;SI;NO;NO;125,650;127,650;
P796JKY;13/06/2022;XX;XX;XX;XX;XX;XX;C/MANGUERA CAJA AUTOMATICA
P373GWS;13/06/2022;SI;SI;NO;NO;177,158;180,158;C/ 2 ESTABILIZADORAS Y C/F CABINA
P841GTB;13/06/2022;XX;XX;XX;XX;XX;XX;C/ MODULO ABS
P237CMM;13/06/2022;SI;SI;NO;SI;242,576;244,576;REPARACION DE ZAPATA
P119HMT;13/06/2022;SI;SI;NO;NO;91,100;96,100;C/ESTABILIZADORA Y TERM. DE DIRECCION
P356FNP;13/06/2022;SI;SI;SI;SI;244,084;249,084;ORDEN DE TRABAJO NO. 5672
P540JVL;10/06/2022;SI;NO;NO;NO;105,812;108,812;C/2 FAJAS Y 2 GUARDAPOLVOS DE FLECHA
P173JGH;10/06/2022;XX;XX;XX;XX;XX;XX;C/PAST. MF 1013 Y 967, RECT 4 DISC Y MULETA
P501DKM;13/06/2022;SI;NO;NO;SI;240,238;243,238;ORDEN DE TRABAJO NO. 5663
P044JTG;13/06/2022;XX;XX;XX;XX;194,191;204,000;C/A CAJA AUTOMATICA
P995GTP;13/06/2022;XX;XX;XX;XX;XX;XX;ORDEN DE TRABAJO NO. 5643
P358FNP;14/06/2022;SI;SI;NO;SI;285,218;290,218;SE HIZO LAVADO DE MOTOR
P140JFG;14/06/2022;XX;XX;XX;XX;XX;XX;CAMBIO DE 1 ROTULA
P612CWY;14/03/2022;SI;SI;NO;NO;333,730;336,730;
P794FCS;15/06/2022;SI;SI;SI;SI;279,337;282,337;
P656HRV;15/06/2022;SI;NO;NO;SI;39,594;44,594;
P125GFY;15/06/2022;SI;SI;NO;NO;186,962;189,962;
P867HSR;15/06/2022;SI;NO;NO;NO;167,563;169,563;
P276DHB;15/06/2022;SI;SI;NO;NO;124,376;126,376;
P582JFH;16/06/2022;SI;SI;NO;NO;139,995;142,995;
P574JHX;16/06/2022;SI;NO;SI;SI;51,624;56,624;C/F CABINA K 1310A
P434GYG;16/06/2022;SI;NO;NO;NO;67,485;69,485;
P418JJF;16/05/2022;SI;SI;NO;NO;103,312;106,312;REPARACION DE FUGA EN CAJA AUTOMATICA
P423FNJ;16/06/2022;SI;SI;NO;NO;179,278;181,278;C/ PUNTA CREMALLERA Y EMP. TAP VALVULA
P154JQP;16/06/2022;XX;XX;XX;XX;121,225;131,000;C/A CAJA AUT. Y ORDEN  NO. 5688
P610GCG;16/06/2022;XX;XX;XX;XX;132,809;142,809;C/A CAJA AUTO. Y ORDEN NO. 5679
P434CPC;16/06/2022;XX;XX;XX;XX;XX;XX;ORDEN DE TRABAJO NO. 5678
P584HZL;17/06/2022;SI;SI;NO;NO;120,729;123,729;C/FILTRO DE CABINA.
P083JLM;17/06/2022;XX;XX;XX;XX;XX;XX;CAMBIO DE 1 CRUZ DE TRANS.
P469FZD;17/06/2022;SI;SI;NO;NO;175,122;178,122;SE HIZO LAVADO DE MOTOR.
P379HXY;17/06/2022;SI;NO;NO;SI;68,083;73,083;C/PAST. DEL. Y CALZ. FRICCIONES.
P876GPK;18/06/2022;SI;NO;NO;NO;59,230;62,230;
P924JFH;18/06/2022;SI;SI;NO;NO;158,089;161,089;
P520GJF;18/06/2022;XX;XX;XX;XX;130,313;140,313;C/A CAJA AUTOMATICA
P375FJJ;18/06/2022;SI;SI;NO;NO;149,463;154,463;
P915CGN;18/06/2022;SI;NO;SI;SI;196,455;199,455;SE HIZO LAVADO DE MOTOR
P878FNK;18/06/2022;SI;NO;NO;NO;224,507;226,507;
P765FWV;20/06/2022;SI;SI;NO;NO;118,660;121,660;
P957DJV;20/06/2022;SI;SI;SI;SI;64,179;69,179;SE HIZO LAVADO DE MOTOR
P760JCX;20/06/2022;XX;XX;XX;XX;XX;XX;CAMBIO TERMINAL DE DIRECCION
P182JDJ;20/06/2022;SI;SI;NO;SI;32,347;37,347;CAMBIO FILTRO CABINA
P645JMX;21/06/2022;SI;SI;SI;NO;20,055;25,055;SE HIZO LAVADO DE MOTOR.
P190BRM;21/06/2022;SI;SI;NO;NO;S/F;S/F;
P346GTP;21/06/2022;SI;SI;NO;NO;189,200;192,200;
P696GCT;21/06/2022;SI;SI;NO;NO;141,321;144,321;C/A A CAJA AUT. y FAJA ACCES.
P976JCS;21/06/2022;SI;NO;NO;NO;204,679;207,679;C/PAST. TRAS. REC. DISCOS Y FLUI. FRENOS
P762JFG;21/06/2022;XX;XX;XX;XX;XX;XX;DIAGN. Y REP. DE FALLO
P418JJF;21/06/2022;XX;XX;XX;XX;XX;XX;C/1 FAJA Y 1 TERM DE DIRECCION.
P025FYT;21/06/2022;SI;SI;NO;NO;140,873;143,873;C/A A CAJA AUT. Y LIMP. CUERPO ACELER.
P706HZK;21/06/2022;XX;XX;XX;XX;XX;XX;ORDEN No. 5695
P216CGS;22/06/2022;SI;SI;SI;SI;254,202;257,202;
P209DNG;23/06/2022;SI;NO;NO;NO;185,253;187,253;
P216JKR;23/06/2022;SI;SI;NO;NO;77,489;80,489;SE HIZO LAVADO DE MOTOR.
P432JTG;4/03/2022;SI;SI;NO;NO;86,336;89,336;C/PASTILLAS TRASERAS.
P432JTG;23/06/2022;SI;NO;NO;NO;89,943;91,943;EQUIVOCACION EN STICKER/MIGUEL
P831CHL;23/06/2022;SI;SI;SI;SI;709,570;712,570;SE HIZO LAVADO DE MOTOR.
P144JCK;23/06/2022;SI;SI;NO;SI;23,744;28,744;C/PAST. DEL. Y TRASERAS.
C560BSN;23/06/2022;XX;XX;XX;XX;XX;XX;C/PAST. DEL. Y TRASERAS.
P006JDQ;23/06/2022;SI;SI;NO;NO;125,908;128,908;SE HIZO LAVADO DE MOTOR.
P040BYL;23/06/2022;SI;SI;NO;NO;157,177;159,177;TENSADO DE FAJA.
P605GNM;23/06/2022;SI;NO;NO;NO;178,528;181,528;SE HIZO LAVADO DE MOTOR.
P180JGZ;23/06/2022;SI;NO;NO;NO;99,595;102,595;C/PAST. DEL. 1 CARG. 2 EST. TRAS. CAND.
P154HKN;23/06/2022;XX;XX;XX;XX;XX;XX;C/F. Frenos, Power S. Past. Tras. Manto. Mord.
P101JJF;23/06/2022;XX;XX;XX;XX;XX;XX;MEC. VARIAS ORDEN No. 5721
P025FYT;24/06/2022;XX;XX;XX;XX;XX;XX;C/DEPOSITO DE AGUA.
P050FCD;24/06/2022;SI;SI;SI;SI;208,816;213,816;SE HIZO LAVADO DE MOTOR.
P149GYL;24/06/2022;XX;XX;XX;XX;XX;XX;C/ DE 4 FAJAS.
P397JDL;24/06/2022;SI;NO;SI;SI;15,307;20,307;
P943HZL;24/06/2022;XX;XX;XX;XX;XX;XX;C/PUNTA DE FLECHA Y DIAGNOSTICO.
P711GCG;24/06/2022;SI;SI;NO;SI;155,256;157,256;
