placa;fecha;filtro_aceite;filtro_aire;filtro_diesel;engrase;este_cambio;proximo_cambio;observaciones
P347DJY;18/07/2017;SI;SI;NO;NO;144,476;147,476;
P867GJM;18/07/2017;SI;NO;NO;NO;102,093;104,093;
P677GCG;18/07/2017;SI;NO;NO;NO;89,195;91,195;
P274FPL;19/07/2017;SI;SI;NO;NO;95,933;97,933;
P706BKZ;19/07/2017;SI;NO;NO;SI;177,318;179,318;
P271GHP;19/07/2017;SI;SI;NO;NO;147,608;149,608;C/A A CAJA AUTOMATICA.
P523FJC;19/07/2017;SI;NO;NO;NO;152,116;154,116;
P396DYF;20/07/2017;SI;SI;NO;NO;145,792;147,792;
P734CGH;21/07/2017;SI;NO;NO;SI;288,438;291,438;
P649GGM;21/07/2017;SI;NO;NO;NO;120,198;122,198;
P917BGM;21/07/2017;SI;NO;NO;SI;180,956;182,956;
P850DHP;21/07/2017;SI;NO;NO;NO;188,383;193,383;SE HIZO LAVADO DE MOTOR.
P792FYL;22/07/2017;SI;SI;NO;NO;22,667;24,667;
P901GQX;22/07/2017;SI;SI;NO;NO;90,626;92,626;
P895DRP;22/07/2017;SI;SI;SI;SI;236,993;239,993;
P020GDP;22/07/2017;SI;NO;NO;NO;40,046;42,046;
P715FVH;24/07/2017;SI;SI;NO;SI;89,042;94,042;
P265FKF;24/07/2017;SI;SI;NO;NO;193,944;195,944;
P523DBK;24/07/2017;SI;SI;SI;SI;176,383;181,383;
P528DRV;24/07/2017;X;X;X;X;64,096;74,096;C/A A CAJA AUTOMATICA.
P298FGF;25/07/2017;SI;NO;NO;NO;141,456;144,456;
C383BMM;25/07/2017;SI;NO;NO;NO;282,269;287,269;
P194DDP;26/07/2017;SI;NO;NO;NO;141,255;143,255;
P361DVT;27/07/2017;SI;SI;NO;SI;124,138;126,138;
P150GCJ;;SI;I;NO;NO;114,687;116,687;
P645DMT;27/07/2017;SI;SI;NO;NO;233,203;235,203;C/A A CAJA MEC.
P741FPS;27/07/2017;SI;SI;SI;SI;119,779;122,779;SE HIZO LAVADO DE MOTOR.
P423FNJ;28/07/2017;SI;NO;NO;NO;127,129;129,129;
P260FGX;28/07/2017;SI;SI;NO;SI;195,055;197,055;
C382BLG;28/07/2017;SI;NO;SI;SI;421,720;424,720;C/A A CATARINA.
P367FNC;28/07/2017;SI;NO;NO;SI;96,346;101,346;Filtro Diesel dijo Jef. que no.
P075GHM;28/07/2017;SI;SI;NO;NO;143,128;145,128;
P364DXM;29/07/2017;SI;SI;SI;SI;221,158;224,158;
P554FFX;29/07/2017;SI;SI;NO;SI;181,680;184,680;
P692FKB;29/07/2017;SI;SI;NO;NO;193874;195874;
P485FKB;29/07/2017;SI;SI;NO;NO;94,582;96,582;
P536CDL;29/07/2017;SI;SI;NO;NO;159,233;161,233;
P555FRM;29/07/2017;SI;NO;NO;NO;69,878;71,878;
C128BPM;29/07/2017;SI;NO;SI;SI;223,435;226,435;
P923FPC;31/07/2017;SI;NO;NO;SI;79,853;84,853;
P172DTX;1/08/2017;SI;NO;NO;NO;109,114;114,114;
P768FKB;1/08/2017;SI;NO;NO;NO;69,022;71,022;
P559FMM;1/08/2017;SI;SI;NO;NO;122,940;124,940;
P133DVG;1/08/2017;SI;NO;NO;NO;139,249;141,249;
P319FLS;2/08/2017;SI;NO;NO;NO;114,643;116,643;
P299FXL;2/08/2017;SI;NO;NO;NO;124,655;126,655;SE HIZO LAVADO DE MOTOR.
P014FTV;2/08/2017;SI;SI;NO;NO;111,062;113,062;
P247DCX;2/08/2017;SI;SI;NO;SI;78,154;81,154;
P143CMP;2/08/2017;SI;NO;NO;SI;SOLO FECHA;SOLO FECHA;
P400BKZ;3/08/2017;SI;SI;NO;NO;28,797;30,797;
P411CLT;3/08/2017;SI;NO;NO;NO;172,471;175,471;
P558DKH;3/08/2017;SI;SI;NO;SI;162,630;167,630;
P938DBX;3/08/2017;SI;NO;NO;NO;231,113;233,113;
P034DYG;3/08/2017;SI;NO;NO;SI;109,725;114,725;
P237GCL;3/08/2017;SI;NO;NO;SI;257,534;259,534;
P869DLG;3/08/2017;SI;SI;NO;SI;214,432;216,432;
P304DLD;3/08/2017;SI;SI;NO;SI;90,312;95,312;
P188FWX;4/08/2017;SI;NO;NO;NO;193,489;195,489;
P279BFF;4/08/2017;SI;NO;NO;SI;94,985 ***;97,985 ***;
P794FCS;4/08/2017;SI;SI;SI;SI;182,149;185,149;Cambio Coj. y Ret. Delanteros.
C752BHZ;4/08/2017;SI;NO;NO;NO;270,057;273,057;
P855DQJ;4/08/2017;SI;SI;NO;NO;169,634;171,634;
P823GGB;5/08/2017;SI;NO;NO;NO;51,460;53,460;
P015GDX;5/08/2017;SI;SI;NO;NO;56.520;58,520;
P824GHP;5/08/2017;SI;SI;NO;NO;102,387;104,287;SE HIZO LAVADO DE MOTOR.
P514GMT;5/08/2017;SI;NO;NO;NO;112,728;114,728;
P145FTX;7/08/2017;SI;SI;NO;NO;118,361;120,361;
P978FGP;7/08/2017;SI;SI;NO;NO;129,916;131,916;C/A A CAJA AUTOMATICA
P812GCH;7/08/2017;SI;SI;NO;NO;126,102;128,102;
P418FDH;7/08/2017;SI;NO;SI;SI;156,605;159,605;
P017FYT;7/08/2017;SI;SI;NO;NO;106,841;108,841;
P512DTJ;8/08/2017;SI;SI;NO;NO;94,469;96,469;
P953GJM;8/08/2017;SI;NO;NO;NO;79,265;81,265;C/A A CAJA AUT.
C671BMK;8/08/2017;SI;NO;NO;SI;53,648;56,648;
P372GFJ;8/08/2017;SI;NO;NO;NO;84,324;86,324;SE HIZO LAVADO DE MOTOR.
P628BRD;9/08/2017;SI;NO;NO;SI;271,252;274,252;
P826GNB;9/08/2017;SI;SI;SI;SI;9,642;14,642;
P423DPN;9/08/2017;SI;NO;NO;NO;167,182;169,182;
P711DDP;9/08/2017;SI;NO;NO;NO;155,271;158,271;
P513FWD;10/08/2017;SI;NO;NO;NO;53,236;55,236;
P258FQC;10/08/2017;SI;NO;SI;SI;57,989;62,989;
P896GBY;10/08/2017;SI;SI;SI;SI;21,715;26,715;CAMBIO FILTRO T/A
P010GFQ;10/08/2017;SI;SI;NO;NO;154,112;156,112;
P888FRN;11/08/2017;SI;NO;NO;NO;67,247;69,247;
P435GKZ;11/08/2017;XX;XX;XX;XX;125,251;135,251;C/A A CAJA AUTOMATICA.
P889DTW;12/08/2017;SI;SI;NO;NO;88,081;90,081;
C834BBQ;12/08/2017;SI;NO;SI;SI;SOLO FECHA;SOLO FECHA;
P054DMP;12/08/2017;SI;SI;SI;NO;279,378;284,378;C/ PLUMILLAS.
P940FYS;12/08/2017;SI;NO;NO;NO;134,080;136,080;
P807DRK;12/08/2017;SI;SI;NO;NO;208,489;210,489;
P020GDP;14/08/2017;SI;NO;NO;NO;42,605;44,605;
P502FGB;14/08/2017;SI;NO;NO;NO;177,222;179,222;
P513FMF;11/08/2017;SI;SI;NO;NO;92,716;94,716;
P321FPF;15/08/2017;SI;NO;NO;SI;62,790;67,790;
P101FQF;15/08/2017;SI;NO;NO;NO;81,480;83,480;
P931FQR;15/08/2017;SI;NO;NO;NO;59,129;61,129;
P059CXL;15/08/2017;SI;SI;NO;NO;115,927;117,927;C/A A CATARINA 1.5 LTOS.
P118FNK;16/08/2017;SI;SI;NO;SI;226,792;228,792;SE HIZO LAVADO DE MOTOR.
P726CTC;16/08/2017;SI;SI;NO;NO;235,080;237,080;
P540FWV;17/08/2017;SI;NO;NO;NO;67,049;69,049;
P007FDP;17/08/2017;SI;SI;NO;NO;199,832;201,832;
P698GJL;17/08/2017;SI;NO;NO;NO;21,319;23,319;
P603GCG;17/08/2017;SI;SI;NO;NO;151,158;153,158;C/A A CAJA AUTOMATICA.
P601968;17/08/2017;SI;NO;NO;NO;118,732;120,732;
P879FZM;17/08/2017;SI;NO;NO;NO;193,391;195,391;
P579DYK;17/08/2017;SI;SI;NO;NO;209,933;211,933;
P658FTY;17/08/2017;SI;NO;NO;NO;113,631;115,631;
P213FVF;17/08/2017;SI;SI;NO;NO;169,639;171,639;
P895DRP;18/08/2017;SI;SI;NO;SI;240,237;243,237;C/ REGRIGERANTE
P467CRN;18/08/2017;SI;SI;NO;NO;253,645;256,645;
P051GLC;18/08/2017;SI;NO;NO;NO;106,164;108,164;
P186DYB;18/08/2017;SI;SI;NO;SI;281,023;284,023;
P514FWV;19/08/2017;SI;NO;NO;NO;170,946;172,946;
P329GCH;19/08/2017;SI;NO;NO;NO;249,033;251,033;
P488DTN;19/08/2017;SI;SI;SI;SI;164,880;167,880;SE HIZO LAVADO DE MOTOR.
P539DYQ;19/08/2017;SI;SI;SI;SI;130,597;133,597;
P895DRP;7/10/2017;SI;NO;NO;SI;243,519;246,519;
P120FQF;19/08/2017;SI;NO;NO;NO;109,000;111,000;C/A A CATARINA.
P119DBL;19/08/2017;SI;NO;NO;SI;254,869;256,869;C/A A CAJA Y CATARINA.
P227FRX;21/08/2017;SI;NO;NO;SI;392,000;394,000;
P080DTK;22/08/2017;SI;NO;SI;SI;158738;161,738;
P262CMX;22/08/2017;SI;SI;NO;NO;229,376;231,376;
P365FYT;24/12/2016;SI;SI;NO;NO;83,506;85,506;
P365FYT;22/08/2017;SI;SI;NO;NO;85,803;87,803;
P779FLW;23/08/2017;SI;SI;NO;NO;102,197;104,197;
P528DMC;23/08/2017;SI;SI;NO;NO;96,919;98,919;
P038GQR;23/08/2017;SI;NO;NO;NO;88,831;90,831;
P519GJF;24/08/2017;SI;NO;NO;NO;104,415;106,415;
P824FRZ;24/08/2017;SI;NO;NO;NO;161,854;163,854;
P793FCS;24/08/2017;SI;SI;SI;SI;90,215;93,215;
P575GJL;25/08/2017;SI;NO;NO;NO;164,662;166,662;
P661DNF;25/08/2017;SI;NO;NO;NO;110,652;112,652;
P288DJG;25/08/2017;SI;NO;NO;NO;158,266;160,266;
P642DDM;25/08/2017;SI;SI;NO;SI;180,367;182,367;
P989FDV;25/08/2017;SI;NO;NO;NO;87,346;90,346;
P048GMD;25/08/2017;SI;SI;NO;NO;179,053;181,053;
P608BXG;26/08/2017;SI;NO;NO;SI;262,578;266,578;FLUSHING INTERNO Y LAV. MOTOR.
P654FDP;25/08/2017;SI;SI;NO;NO;192,516;194,516;
P952GHP;25/08/2017;XX;SI;XX;XX;108,034;118,034;C/A A CAJA AUTOMATICA.
P958FJP;26/08/2017;SI;SI;NO;NO;151,238;153,238;
P070FWV;26/08/2017;SI;NO;NO;NO;129,144;131,144;
P685FKN;26/08/2017;SI;NO;NO;SI;148,403;153,403;SE HIZO LAVADO DE MOTOR.
P395GCH;26/08/2017;SI;NO;NO;NO;175,270;177,270;
P268DCR;26/08/2017;SI;NO;NO;NO;116,516;118,516;
P950BNR;26/08/2017;SI;NO;NO;NO;165,022;167,022;
P226FTZ;28/08/2017;SI;NO;NO;NO;127,292;129,292;
P318DFL;29/08/2017;SI;SI;NO;SI;222,026;224,026;
P976GKY;29/08/2017;SI;SI;NO;NO;93,413;95,413;
P367DKY;29/08/2017;SI;NO;NO;NO;109,010;114,010;
P165DDF;30/08/2017;SI;SI;NO;NO;132,888;134,888;
P055BVK;30/08/2017;SI;SI;NO;NO;237,163;242,163;
P532FTC;30/08/2017;SI;SI;NO;NO;86,275;88,275;C/A A CAJA AUTOMATICA.
P419DTL;5/10/2016;SI;NO;NO;SI;176,488;178,488;C/A A CAJA AUTOMATICA
P419DTL;30/08/2017;SI;NO;NO;SI;181,693;183,693;C/A A CAJA AUTOMATICA.
C383BMM;31/08/2017;SI;SI;SI;NO;287.263;292,263;
P692DRQ;31/08/2017;SI;NO;NO;NO;78,379;80,379;
P122FZD;31/08/2017;SI;SI;NO;SI;125,248;128,248;
P815DLY;31/08/2017;SI;SI;NO;SI;123,093;128,093;
P748FKJ;1/09/2017;SI;SI;NO;SI;81,752;84,752;
P652FQD;1/09/2017;SI;SI;NO;NO;32,347;34,347;
P191GLC;1/09/2017;SI;NO;NO;NO;86,912;88,912;
P774GFK;1/09/2017;SI;SI;NO;NO;180,713;182,713;SE HIZO LAVADO DE MOTOR.
P813FMF;1/09/2017;SI;NO;NO;NO;195,920;197,920;
P403GPQ;2/09/2017;SI;SI;NO;NO;107,262;109,262;SE HIZO LAVADO DE MOTOR.
P063FNJ;2/09/2017;SI;NO;NO;NO;212,184;214,184;
P939FBQ;6/09/2017;SI;SI;SI;SI;123,935;126,935;
P994FRF;4/09/2017;SI;SI;NO;NO;55,823;58,823;
P436FWV;4/09/2017;SI;SI;NO;NO;92,929;94,929;SE HIZO LAVADO DE MOTOR
P197FGV;4/09/2017;SI;NO;NO;NO;180,873;182,873;
P166FHK;4/09/2017;SI;NO;NO;NO;165,908;167,908;
P755GKB;4/09/2017;SI;SI;NO;NO;35,902;37,902;
P475GMM;4/09/2017;NO;NO;NO;NO;123,935;133,935;SOLO C/A A CAJA AUTOMATICA.
P669GGT;4/09/2017;SI;SI;NO;NO;103,664;105,664;
P907FGV;5/09/2017;SI;SI;NO;NO;182,811;184,811;
P448FVF;5/09/2017;SI;SI;NO;NO;207,084;209,084;
P438GKK;6/09/2017;SI;NO;NO;NO;151,431;153,431;
P058FQL;6/09/2017;SI;SI;NO;NO;76,730;78,730;
P165DDF;6/09/2017;XX;XX;XX;XX;133,070;143,070;SOLO C/A A CAJA AUTOMATICA.
P731GCJ;7/09/2017;SI;NO;NO;NO;186,814;188,817;
P850FFZ;7/09/2017;SI;SI;NO;NO;105,864;108,864;
P824FGC;7/09/2017;SI;NO;NO;NO;105,710;107,710;
P473FWF;7/09/2017;SI;SI;NO;SI;44,740;49,740;
P580FNG;7/09/2017;SI;NO;NO;SI;65,123;70,123;
P076DTJ;8/09/2017;SI;SI;NO;SI;96,500;100,500;SE HIZO FLUSHING
P452DBJ;9/09/2017;SI;NO;NO;NO;SOLO FECHA;SOLO FECHA;
P580CZG;9/09/2017;SI;NO;NO;SI;227,691;229,691;
P372GHP;11/09/2017;SI;SI;NO;NO;80,996;82,996;
P954GQD;11/09/2017;SI;SI;SI;SI;101,967;106,967;SE HIZO FLUSHING.
P325FXC;11/09/2017;SI;NO;NO;NO;21,383;23,383;
P804FVH;12/09/2017;SI;SI;NO;SI;92,032;97,032;
P801BNR;12/09/2017;SI;SI;NO;SI;186,266;188,266;SE HIZO LAV. MOTOR Y FLUSHING
P847FWD;12/09/2017;SI;SI;NO;NO;61,859;63,859;
P106DWN;10/05/2017;SI;SI;SI;SI;159,343;164,343;SE HIZO LAVADO DE MOTOR.
P715FVH;14/09/2017;SI;NO;NO;SI;94,822;99,822;SE HIZO LAVADO DE MOTOR.
P179FGC;14/09/2017;SI;SI;NO;NO;109,297;111,297;
P501DKM;14/09/2017;SI;SI;NO;SI;145,733;148,733;
P513FMF;15/09/2017;SI;NO;NO;NO;92,628;94,628;
P649GGM;15/09/2017;SI;SI;NO;NO;122,320;124,320;SE HIZO LAVADO DE MOTOR.
P960CKS;16/09/2017;SI;NO;NO;NO;216,962;218,962;
P258DTB;16/09/2017;SI;SI;NO;SI;151,580;153,580;
P154GRC;16/09/2017;SI;NO;NO;NO;195,640;198,640;
P839DHP;15/09/2017;SI;NO;NO;NO;188,425;191,425;
P645DXF;15/09/2017;SI;NO;NO;NO;191,560;193,560;
P375GFJ;16/09/2017;SI;NO;NO;NO;198,555;200,555;
P525GQC;16/09/2017;SI;NO;NO;NO;91,714;93,714;
P674GJM;18/09/2017;SI;SI;NO;NO;15,889;17,889;
P414FWF;18/09/2017;SI;SI;NO;SI;143,050;145,050;C/BATERIA No. 34/78
P919FLG;18/09/2017;SI;NO;NO;NO;124,572;129,572;
P403DYC;18/09/2017;SI;SI;NO;NO;216,243;218,243;
P869DLG;18/09/2017;SI;NO;NO;SI;215,858;217,858;
P680GCJ;18/09/2017;SI;NO;NO;NO;165,061;167,061;SE HIZO FLUSHING.
P935FQD;19/09/2017;SI;SI;NO;NO;194,124;196,124;
P598FNK;20/09/2017;SI;SI;NO;SI;244,261;246,261;
P794FCS;21/09/2017;SI;SI;NO;SI;185,524;188,524;
P938GCG;21/09/2017;SI;SI;NO;NO;163,473;165,473;SE HIZO LAVADO DE MOTOR.
P397DQB;21/09/2017;SI;SI;SI;SI;142,000;145,000;SE HIZO FLUSHING.
P949GJY;22/09/2017;SI;SI;NO;NO;45,563;47,563;Lub. y filtro motor prop. C/A A CAJA AUT.
P692GDG;23/09/2017;SI;NO;NO;NO;102,471;104,471;SE HIZO LAVADO DE MOTOR.
P184FYR;23/09/2017;SI;SI;NO;NO;38,686;40,686;
P925CWG;23/09/2017;SI;ºSI;NO;NO;148,058;150,058;C/A A CATARINA.
P435DGP;23/09/2017;SI;SI;NO;SI;155,037;158,037;SE HIZO FLYSHING Y LAV. MOTOR.
P174BCN;23/09/2017;SI;NO;NO;NO;125,454;127,454;
P507CMV;23/09/2017;SI;NO;NO;SI;195,149;197,149;C/A A CAJA AUT. Y CATARINA.
P878FNK;23/09/2017;SI;NO;NO;SI;198,653;200,653;
P172DTX;25/09/2017;SI;SI;SI;NO;114,227;119,227;
P414DVQ;25/09/2017;SI;SI;SI;SI;233,106;236,106;
P488DTN;25/09/2017;SI;SI;SI;SI;167,729;170,729;
P367FNC;25/09/2017;SI;NO;NO;SI;103,853;108,853;Filtro Diesel y Aire dijo Jef. que no.
P555FRM;27/09/2017;SI;NO;NO;NO;71,437;73,437;
P364FCM;26/09/2017;SI;SI;NO;NO;137,938;139,938;
P350FQK;27/09/2017;SI;NO;NO;NO;200,270;202,270;
P523DRW;28/09/2017;SI;NO;NO;NO;147,982;149,982;
P252DVR;28/09/2017;SI;SI;SI;SI;169,480;172,480;
P553DGN;28/09/2017;SI;NO;SI;SI;226,088;231,088;
P791DQY;29/09/2017;SI;SI;NO;NO;68,065;70,065;SE HIZO LAVADO DE MOTOR.
P423FNJ;29/09/2017;SI;SI;NO;NO;129,572;131,572;
P237GCL;29/09/2017;SI;SI;NO;SI;259,632;261,632;
P448FQR;29/09/2017;SI;NO;NO;NO;82,562;84,562;C/A A CAJA AUTOMATICA.
P630GLQ;30/09/2017;SI;NO;SI;SI;76,896;81,896;SE HIZO LAVADO DE MOTOR.
P168FTY;30/09/2017;SI;NO;NO;NO;133,597;135,597;C/A A CAJA AUTOMATICA.
P923FPC;30/09/2017;SI;SI;NO;SI;84,821;89,821;
P232FYV;30/09/2017;SI;NO;NO;NO;112,145;114,145;
P826GNB;30/09/2017;SI;NO;NO;SI;14,159;19,159;
P632FGC;30/09/2017;SI;SI;NO;NO;27,821;29,821;
P843GCJ;2/10/2017;SI;SI;NO;SI;176,534;178,534;C/A A CATARINA Y NIVELAR TRANSFER.
P133DVG;2/10/2017;SI;SI;NO;NO;142,107;144,107;
P498GCG;2/10/2017;SI;SI;NO;NO;108,794;110,794;SE HIZO LAVADO DE MOTOR.
P224GFX;3/10/2017;SI;NO;NO;NO;88,807;90,807;
P373FFK;3/10/2017;SI;SI;NO;SI;180,846;182,846;
P667GND;27/02/2017;SI;NO;NO;NO;45,570;47,570;C/A A CAJA AUTOMATICA-
P667GND;;;;;;;;
P667GND;3/10/2017;SI;SI;NO;NO;49,282;51,282;SE HIZO LAVADO DE MOTOR.
P946GCH;4/10/2017;SI;SI;NO;NO;132,832;134,832;C/A A CAJA MECANICA.
P816FTZ;5/10/2017;SI;SI;NO;NO;116,656;118,656;SE HIZO LAVADO DE MOTOR.
P514GMT;6/10/2017;SI;NO;NO;NO;114,384;116,384;
P598GGZ;6/10/2017;SI;SI;NO;SI;41,601;46,601;
P152FLG;6/10/2017;SI;SI;NO;SI;127,143;132,143;
P341GJL;7/10/2017;SI;NO;NO;NO;177,270;179,270;
P523FSG;7/10/2017;SI;SI;NO;NO;48,587;53,587;C/A A CATARINA.
P375DYW;7/10/2017;SI;SI;SI;SI;86,546;89,546;SE HIZO LAVADO MOTOR Y FLUSHING
P161DJQ;9/10/2017;SI;NO;NO;SI;146,712;148,712;
P315GKX;9/10/2017;SI;NO;NO;NO;134,437;136,437;SE HIZO LAVADO DE MOTOR.
P944GJM;10/10/2017;SI;SI;NO;NO;61,303;63,303;
P356FNP;10/10/2017;SI;NO;SI;SI;114,995;119,995;SE HIZO LAVADO DE MOTOT.
P157FQS;10/10/2017;SI;SI;SI;SI;49,500;54,500;
P176GRC;10/10/2017;SI;SI;NO;NO;116,456;118,456;C/A A CAJA AUTOMATICA Y REFRIGERANTE.
P347DJY;9/10/2017;SI;SI;NO;NO;149,164;152,164;
C752BHZ;9/10/2017;SI;NO;SI;NO;273,880;276,880;
P918DPN;9/10/2017;SI;NO;NO;NO;SOLO FECHA;SOLO FECHA.;
P401DQB;11/10/2017;SI;NO;NO;SI;131,359;134,359;SE HIZO LAVADO DE MOTOR
P734CGH;13/10/2017;SI;NO;NO;SI;292,989;295,989;
P019GJM;14/10/2017;SI;SI;NO;NO;139,442;141,442;
P903GHB;14/10/2017;SI;NO;NO;NO;205,712;207,712;
P075GKJ;14/10/2017;SI;NO;NO;NO;133,173;135,173;
P222GKX;16/10/2017;SI;NO;NO;NO;65,963;67,963;C/A A CAJA AUTOMATICA.
P341GRC;16/10/2017;SI;SI;NO;NO;157,168;159,168;
P247GBT;16/10/2017;SI;SI;NO;NO;38,833;41,833;CADA 3,000 Ml.
C383BMM;18/10/2017;SI;NO;NO;NO;292,468;297,468;
P115DSL;18/10/2017;SI;SI;NO;NO;87,057;89,057;
P977FQD;19/10/2017;SI;SI;NO;NO;60,366;62,366;SE HIZO LAVADO DE MOTOR.
P599FSD;19/10/2017;SI;NO;NO;NO;30,032;33,032;SE HIZO LAVADO DE MOTOR.
P628BRD;19/10/2017;SI;SI;NO;SI;275,254;278,254;
P821BLT;19/10/2017;SI;SI;NO;NO;27,366;29,366;
P386CVF;20/10/2017;SI;SI;NO;SI;126,683;128,683;
P669GGT;21/10/2017;SI;NO;NO;NO;106,283;108,283;
P257FDK;22/10/2017;SI;NO;NO;SI;150,166;155,166;
P702DHW;16/10/2017;X;X;X;X;X;X;C/A A CAJAS Y CATARINAS.
P649GGM;23/10/2017;SI;NO;NO;NO;124,169;126,169;
C382BLG;23/10/2017;SI;NO;NO;SI;421,720;424,720;
P005BWT;24/10/2017;SI;SI;NO;NO;SOLO FECHA;SOLO FECHA;
P828BTH;24/10/2017;SI;SI;SI;SI;130,000;135,000;SE HIZO LAVADO DE MOTOR.
P533GDP;24/10/2017;SI;NO;NO;NO;70,646;72,646;
P001GRS;24/10/2017;SI;SI;NO;NO;110,165;112,165;C/A A CAJA AUT.
P438GKK;25/10/2017;SI;NO;NO;NO;153,142;155,142;SE HIZO LAVADO DE MOTOR.
P405FPV;25/10/2017;SI;NO;NO;SI;237,928;239,928;SE HIZO LAVADO DE MOTOR.
P629FRL;25/10/2017;SI;SI;NO;NO;117,136;119,136;
P599GFG;26/10/2017;SI;NO;NO;NO;120,717;122,717;
P715FVH;26/10/2017;SI;NO;NO;SI;100,853;105,853;SE HIZO LAVADO DE MOTOR.
P223GQC;26/10/2017;SI;SI;NO;NO;89,403;91,403;
P782GHQ;26/10/2017;SI;SI;NO;NO;22,364;24,364;
P240BFF;26/10/2017;SI;NO;NO;NO;267,867;270,867;
P043FWT;26/10/2017;SI;NO;NO;NO;214,522;216,522;
P812GCH;26/10/2017;SI;NO;NO;NO;126,556;128,556;
P227FRX;27/10/2017;SI;SI;NO;SI;395,000;397,000;
P939FBQ;27/10/2017;SI;NO;NO;SI;128,479;131,479;SE HIZO LAVADO DE MOTOR.
P277FXX;27/10/2017;SI;SI;NO;NO;58,840;60,840;
P166CXF;27/10/2017;SI;SI;NO;NO;170,314;172,314;SE HIZO LAVADO DE MOTOR.
P787CYK;28/10/2017;SI;SI;NO;SI;98,449;101,449;
P228FYT;28/10/2017;SI;NO;NO;NO;XX;XX;C/A A CAJA AUTOMATICA.
P806GRR;28/10/2017;SI;SI;NO;NO;129,287;131,287;C/A A CAJA AUTOMATICA.
P962FTC;28/10/2017;SI;NO;NO;NO;SOLO FECHA;SOLO FECHA.;
P076DTJ;28/10/2017;SI;NO;NO;SI;100,000;105,000;
P994FRF;30/10/2017;SI;NO;NO;NO;58,944;61,944;
P869DLG;30/10/2017;SI;NO;NO;SI;217,085;219,085;
P713BHV;30/10/2017;SI;NO;NO;NO;247,139;249,139;C/A A CAJA MECANICA.
P818FMP;31/10/2017;SI;NO;NO;NO;99,706;101,706;
P271GHP;31/10/2017;SI;NO;NO;NO;150,449;152.449;
P523DBK;31/10/2017;SI;NO;NO;SI;XX;XX;
P867GJM;1/11/2017;SI;SI;NO;NO;104,153;106,153;
P804FVH;1/11/2017;SI;SI;NO;SI;100,476;105,476;
P299FXL;2/11/2017;SI;SI;NO;NO;127,853;129,853;SE HIZO LAVADO DE MOTOR.
P118FQT;3/11/2017;SI;SI;NO;NO;110,412;112,412;SE HIZO LAVADO DE MOTOR.
P621FKG;3/11/2017;SI;SI;NO;NO;126,074;131,074;SE HIZO LAVADO DE MOTOR.
P172DTX;3/11/2017;SI;NO;NO;NO;120,079;125,079;CAMBIO DE FILTRO DE A/A
P883GKB;3/11/2017;SI;NO;NO;NO;91,913;93,913;
P406FSP;4/11/2017;SI;NO;NO;NO;15,236;17,236;SE HIZO LAVADO DE MOTOR.
P321FPF;4/11/2017;SI;SI;SI;SI;67,336;72,336;CAMBIO FILTRO T/A Y LAV. MOTOR.
P953CCQ;6/11/2017;SI;NO;NO;SI;SOLO FECHA;SOLO FECHA.;
P820DZY;6/11/2017;SI;NO;NO;NO;21,690;23,690;
P544GSJ;4/11/2017;SI;NO;NO;NO;47,000;49,000;SE HIZO LAVADO DE MOTOR.
P513FWD;6/11/2017;SI;NO;NO;NO;55,978;57,978;
P888GBH;6/11/2017;SI;SI;NO;NO;214,191;216,191;
P700FTW;6/11/2017;SI;NO;NO;NO;65,048;70,048;
P621FKG;6/02/2018;SI;NO;NO;NO;133,874;138,874;
P017DGY;6/11/2017;SI;NO;NO;SI;167,616;169,616;
P869GFY;6/11/2017;SI;SI;NO;NO;186,082;188,082;
P964FCT;6/11/2017;SI;NO;NO;SI;104,135;109,135;
P617FWT;6/11/2017;SI;SI;NO;NO;114,468;116,468;
P746BRC;7/11/2017;SI;SI;NO;NO;197,447;199,447;
P501DKM;7/11/2017;SI;NO;NO;SI;149,747;152,747;
P494GNJ;7/11/2017;SI;NO;NO;NO;159,043;161,043;
P795FCS;8/11/2017;SI;SI;NO;SI;208,496;211,496;
P698GJL;9/11/2017;SI;NO;NO;NO;23,758;25,758;
P409GFX;9/11/2017;SI;NO;NO;NO;44,000;46,000;SE HIZO FLUSHING.
P529BPX;9/11/2017;SI;NO;NO;NO;184,515;186,515;SE HIZO LAVADO DE MOTOR.
P131GFX;9/11/2017;NO;NO;NO;NO;132,252;142,252;SERVICIO A CAJA AUTOMATICA.
P438GKK;10/11/2017;NO;NO;NO;NO;153,857;163,857;SERVICIO A CAJA AUTOMATICA.
P856GKY;10/11/2017;SI;NO;NO;NO;14,929;16,929;
P270FPZ;10/11/2017;SI;NO;NO;NO;72,467;74,467;
P746FTL;10/11/2017;SI;SI;NO;NO;100,000;102,000;
P761CPX;11/11/2017;SI;NO;NO;SI;133,891;138,891;SE HIZO FLUSHING
P543FMF;11/11/2017;SI;NO;NO;NO;53,970;55,970;
P304DLD;11/11/2017;SI;SI;SI;SI;95,226;100,226;
P490FJL;11/11/2017;SI;SI;NO;NO;113,713;115,713;
P361DVT;13/11/2017;SI;NO;NO;NO;126,492;128,492;
P839GRC;13/11/2017;SI;SI;NO;NO;125,647;127,647;CAMBIO DE ACEITE A CAJA AUT.
P519GJF;14/11/2017;SI;SI;NO;NO;106,640;108,640;
P519GJF;17/11/2017;XX;XX;XX;XX;106,720;116,720;CAMBIO DE ACEITE A CAJA AUT.
