codigo;nombre;costo;stock;stock_minimo;descripcion;type_insumo_id;precio;;;;;
0352;FILTRO AIRE 28117-17500;36;9;1;;3;60;;;;;
0353;FILTRO AIRE CA 352;36;11;1;;3;60;;;;;
0354;FILTRO AIRE OK72C-23603/ LA 2053;39;2;1;;3;65;;;;;
0355;FILTRO AIRE PAB 10467;57;3;1;;3;95;;;;;
0356;FILTRO AIRE CA 8602;39;4;1;;3;65;;;;;
0357;FILTRO AIRE CA 8911;42;4;1;;3;70;;;;;
0358;FILTRO AIRE CA 7774;42;5;1;;3;70;;;;;
0359;FILTRO AIRE CA 6664;42;1;1;;3;70;;;;;
0360;FILTRO AIRE CA 7420;48;7;1;;3;80;;;;;
0361;FILTRO AIRE ARS 7990;96;8;1;;3;160;;;;;  
0362;FILTRO AIRE CA 3997;30;5;1;;3;50;;;;;
0363;FILTRO CA 11469 / 96910360;39;5;1;;3;65;;;;;
0364;FILTRO AIRE CA 10170;42;5;1;;3;70;;;;;
0365;FILTRO AIRE CA 12052;51;5;1;;3;85;;;;;
0366;FILTRO AIRE PAB 11215;42;4;1;;3;70;;;;;
0367;FILTRO AIRE PAB 9565;39;3;1;;3;65;;;;;
0368;FILTRO AIRE CA 10094;45;16;1;;3;75;;;;;
0369;FILTRO AIRE CA 10254;30;28;1;;3;50;;;;;
0370;FILTRO AIRE CA 10839;42;4;1;;3;70;;;;;
0371;FILTRO AIRE 96950990;63;6;1;;3;105;;;;;
0372;FILTRO AIRE 95238310;48;7;1;;3;80;;;;;
0373;FILTRO AIRE CA 80253;42;4;1;;3;70;;;;;
0374;FILTRO AIRE 46932;240;2;1;;3;400;;;;;
0375;FILTRO AIRE CA 12051;48;3;1;;3;80;;;;;
0376;FILTRO AIRE CA 8747;51;4;1;;3;85;;;;;
0377;FILTRO AIRE CA 9519/ LA 3169;48;5;1;;3;80;;;;;
0378;FILTRO AIRE 28113-B4000;45;3;1;;3;75;;;;;
0379;FILTRO AIRE 49014;96;4;1;;3;160;;;;;
0380;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0381;FILTRO AIRE 13780-81A00;39;4;1;;3;65;;;;;
0382;FILTRO AIRE CA 9800 / FF-AK370-4;72;4;1;;3;120;;;;;
0383;FILTRO AIRE 13780-84A00;36;5;1;;3;60;;;;;
0384;FILTRO AIRE CA 8547;42;5;1;;3;70;;;;;
0385;FILTRO AIRE PAB 11858;42;5;1;;3;70;;;;;
0386;FILTRO AIRE CA 10262;60;5;1;;3;100;;;;;
0387 ;FILTRO AIRE 17801-WB001;48;6;1;;3;80;;;;;
0388;FILTRO AIRE 28113-A9100;42;5;1;;3;70;;;;;
0389;FILTRO AIRE 28113-D3300;42;7;1;;3;70;;;;;
0390;FILTRO AIRE PAB 11421;42;7;1;;3;70;;;;;
0391;FILTRO AIRE 16546-EB300;39;5;1;;3;65;;;;;
0392;FILTRO AIRE ISUZU 5-876100200;240;7;1;;3;400;;;;;
0393;FILTRO AIRE CA 10741;48;7;1;;3;80;;;;;
0394;FILTRO AIRE CA 10997;36;8;1;;3;60;;;;;
0395;FILTRO AIRE CA 10118;45;8;1;;3;75;;;;;
0396;FILTRO AIRE CA 9798;54;8;1;;3;90;;;;;
0397;FILTRO AIRE CA 10242;42;2;1;;3;70;;;;;
0398;FILTRO AIRE CA 10490;45;8;1;;3;75;;;;;
0399 ;FILTRO AIRE 28113-02510;36;4;1;;3;60;;;;;
0400;FILTRO AIRE 28113-4H000;54;3;1;;3;90;;;;;
0401;FILTRO CAJA AUTOM�TICA FT 105;75;5;1;;2;125;;;;;
0402;FILTRO CAJA AUTOM�TICA FT Z01 / FT 1235;150;5;1;;2;250;;;;;
0403;FILTRO CAJA AUTOMATICA FT 1051;120;5;1;;2;200;;;;;
0404;FILTRO CAJA AUTOMATICA FT 1065;105;5;1;;2;175;;;;;
0405;FILTRO CAJA AUTOMATICA FT 1077;75;5;1;;2;125;;;;;
0406;FILTRO CAJA AUTOMATICA FT 1083;90;5;1;;2;150;;;;;
0407;FILTRO CAJA AUTOM�TICA FT 1099;84;5;1;;2;140;;;;;
0408;FILTRO CAJA AUTOM�TICA FT 1105;90;5;1;;2;150;;;;;
0409;FILTRO CAJA AUTOMATICA FT 1110;90;5;1;;2;150;;;;;
0410;FILTRO CAJA AUTOMATICA FT 1115;90;5;1;;2;150;;;;;
0411;FILTRO CAJA AUTOMATICA FT 1121;90;5;1;;2;150;;;;;
0412;FILTRO CAJA AUTOMATICA FT 1123;90;5;1;;2;150;;;;;
0413;FILTRO CAJA AUTOMATICA FT 1124;90;5;1;;2;150;;;;;
0414;FILTRO CAJA AUTOMATICA FT 1129;90;5;1;;2;150;;;;;
0415;FILTRO CAJA AUTOMATICA FT 1133;90;5;1;;2;150;;;;;
0416;FILTRO CAJA AUTOMATICA FT 1137;72;5;1;;2;120;;;;;
0417;FILTRO CAJA AUTOMATICA FT 1138;120;5;1;;2;200;;;;;
0418;FILTRO CAJA AUTOMATICA FT 1142;90;5;1;;2;150;;;;;
0419;FILTRO CAJA AUTOMATICA FT 1143;108;5;1;;2;180;;;;;
0420;FILTRO CAJA AUTOMATICA FT 1145;120;5;1;;2;200;;;;;
0421;FILTRO CAJA AUTOMATICA FT 1146;78;5;1;;2;130;;;;;
0422 ;FILTRO CAJA AUTOMATICA FT 1151 / FT 1215;90;5;1;;2;150;;;;;
0423;FILTRO CAJA AUTOMATICA FT 1153;120;5;1;;2;200;;;;;
0424;FILTRO CAJA AUTOMATICA FT 1158;90;5;1;;2;150;;;;;
0425;FILTRO CAJA AUTOMATICA FT 1162;90;5;1;;2;150;;;;;
0426;FILTRO CAJA AUTOMATICA FT 1167;90;5;1;;2;150;;;;;
0427;FILTRO CAJA AUTOMATICA FT 1170;120;5;1;;2;200;;;;;
0428;FILTRO CAJA AUTOMATICA FT 1181 / 58618;90;5;1;;2;150;;;;;
0429;FILTRO CAJA AUTOMATICA FT 1185 / 58610;126;5;1;;2;210;;;;;
0430;FILTRO CAJA AUTOMATICA FT 1210;90;5;1;;2;150;;;;;
0431;FILTRO CAJA AUTOMATICA  FT 1216 / WIX 58030;108;5;1;;2;180;;;;;
0432;FILTRO CAJA AUTOMATICA FT 1220 / 58324;90;5;1;;2;150;;;;;
0433;FILTRO CAJA AUTOMATICA FT 1222;120;5;1;;2;200;;;;;
0434;FILTRO CAJA AUTOMATICA FT 1223;120;5;1;;2;200;;;;;
0435;FILTRO CAJA AUTOMATICA FT 1226;180;5;1;;2;300;;;;;
0436;FILTRO CAJA AUTOMATICA FT 1230;180;5;1;;2;300;;;;;
0437;FILTRO CAJA AUTOMATICA FT 1232;150;5;1;;2;250;;;;;
0438;FILTRO CAJA AUTOMATICA FT 1191;156;5;1;;2;260;;;;;
0439;FILTRO CAJA AUTOMATICA 51064;60;5;1;;2;100;;;;;
0440;FILTRO CAJA AUTOMATICA MR 357510 / 58710;90;5;1;;2;150;;;;;
0441;FILTRO CAJA AUTOMATICA FT 7301;120;5;1;;2;200;;;;;
0442;FILTRO CAJA AUTOMATICA FT FZ01;90;5;1;;2;150;;;;;
0443;FILTRO CAJA AUTOMATICA FT R5L003;60;5;1;;2;100;;;;;
0444;FILTRO CAJA AUTOMATICA FT 41509;90;5;1;;2;150;;;;;
0445;FILTRO CAJA AUTOMATICA FT 12050;120;5;1;;2;200;;;;;
0446;FILTRO CAJA AUTOMATICA FT AWA0;120;5;1;;2;200;;;;;
0447;FILTRO CAJA AUTOMATICA FT 65D10;6;5;1;;2;10;;;;;
0448;FILTRO CAJA AUTOMATICA FT 1237;90;5;1;;2;150;;;;;
0449;FILTRO CAJA AUTOMATICA FT A004;105;5;1;;2;175;;;;;
0450;FILTRO CAJA AUTOMATICA FT 88304;105;5;1;;2;175;;;;;
0451;FILTRO CAJA AUTOMATICA FT 1063;120;5;1;;2;200;;;;;
0452;FILTRO CAJA AUTOMATICA FT IXZ01;105;5;1;;2;175;;;;;
0453;FILTRO CAJA AUTOMATICA FT 1236;90;5;1;;2;150;;;;;
0454;FILTRO CAJA AUTOMATICA FT 3JX0A;105;5;1;;2;175;;;;;
0455;FILTRO CAJA AUTOMATICA FT 5T0-003;90;5;1;;2;150;;;;;
0456;FILTRO CAJA AUTOMATICA FT 1169;90;5;1;;2;150;;;;;
0457;FILTRO CAJA AUTOMATICA FT 35330-33050;90;5;1;;2;150;;;;;
0458;FILTRO CABINA FF-K1210A;120;5;1;;3;200;;;;;
0459;FILTRO CABINA FF-K1310A;75;5;1;;3;125;;;;;
0460;FILTRO CABINA FF-K1326;105;5;1;;3;175;;;;;
0461;FILTRO CABINA 24579;105;5;1;;3;175;;;;;
0462;FILTRO CABINA 24482;180;5;1;;3;300;;;;;
0463;FILTRO CABINA FF-K1123 / 24873;90;5;1;;3;150;;;;;
0464;FILTRO CABINA FF-K1198-2X;90;5;1;;3;150;;;;;
0465;FILTRO CABINA FF-K1187;90;5;1;;3;150;;;;;
0466;FILTRO CABINA FF-K1183 / 24900;90;5;1;;3;150;;;;;
0467;FILTRO CABINA 24907;90;5;1;;3;150;;;;;
0468;FILTRO CABINA K1155 / 7H0819631;105;5;1;;3;175;;;;;
0469;FILTRO CABINA DD10-61P11;105;5;1;;3;175;;;;;
0470;FILTRO CABINA FF-K1240A;120;5;1;;3;200;;;;;
0471;FILTRO CABINA 24816;108;5;1;;3;180;;;;;
0472;FILTRO CABINA 24826;150;5;1;;3;250;;;;;
0473;FILTRO CABINA CF 10729;60;5;1;;3;100;;;;;
0474;FILTRO CABINA CF 10134;60;5;1;;3;100;;;;;
0475;FILTRO CABINA CF 10135;60;5;1;;3;100;;;;;
0476;FILTRO CABINA CF 10139;60;5;1;;3;100;;;;;
0477;FILTRO CABINA CF 10140;60;5;1;;3;100;;;;;
0478;FILTRO CABINA CF 10374;60;5;1;;3;100;;;;;
0479;FILTRO CABINA CF 10381;60;5;1;;3;100;;;;;
0480;FILTRO CABINA CF 10545;60;5;1;;3;100;;;;;
0481;FILTRO CABINA CF 10546;60;5;1;;3;100;;;;;
0482;FILTRO CABINA CF 10547;60;5;1;;3;100;;;;;
0483;FILTRO CABINA CF 10550;60;5;1;;3;100;;;;;
0484;FILTRO CABINA CF 10553;60;5;1;;3;100;;;;;
0485;FILTRO CABINA CF 10709;60;5;1;;3;100;;;;;
0486;FILTRO CABINA CF 10731;60;5;1;;3;100; ;;;;
0487;FILTRO CABINA CF 10746;60;5;1;;3;100;;;;;
0488;FILTRO CABINA CF 11182;60;5;1;;3;100;;;;;
0489;FILTRO CABINA CF 11671;60;5;1;;3;100;;;;;
0490;FILTRO CABINA CF 11672;60;5;1;;3;100;;;;;
0491;FILTRO CABINA CF 11811;60;5;1;;3;100;;;;;
0492;FILTRO CABINA CF 8294280K;60;5;1;;3;100;;;;;
0493 ;FILTRO CABINA CF 9846A;60;5;1;;3;100;;;;;
0494;FILTRO CABINA CF 7803A005;60;5;1;;3;100;;;;;
0495;FILTRO CABINA CF 7803A028;60;5;1;;3;100;;;;;
0496;FILTRO CABINA CF 97030-H1742;60;5;1;;3;100;;;;;
0497; FILTRO CABINA CF 80291-SDC-W01;60;5;1;;3;100;;;;;
0498;FILTRO CABINA FF-K1241;105;5;1;;3;175;;;;;
0499;FILTRO CABINA FF-K1414;105;5;1;;3;175;;;;;
0500;FILTRO CABINA FF-K1298;120;5;1;;3;200;;;;;
0501;FILTRO CABINA CF 10285;60;5;1;;3;100;;;;;
0502;FILTRO CABINA CF 10133;60;5;1;;3;100;;;;;
0503;FILTRO CABINA CF 10218;60;5;1;;3;100;;;;;
0504;FILTRO CABINA CF 10559;60;5;1;;3;100;;;;;
0505;FILTRO CABINA K1255A;90;5;1;;3;150;;;;;
0506;FILTRO CABINA CF 820X900K;60;5;1;;3;100;;;;;
0507;FILTRO CABINA CF 10329;60;5;1;;3;100;;;;;
0508;FILTRO CABINA CF 10372;60;5;1;;3;100;;;;;
0509;FILTRO CABINA CF 10373;60;5;1;;3;100;;;;;
0510;FILTRO CABINA CF 10719;60;5;1;;3;100;;;;;
0511;FILTRO CABINA CF 10728;60;5;1;;3;100;;;;;
0512;FILTRO CABINA CF 10775;60;5;1;;3;100;;;;;
0513;FILTRO CABINA CF 11177;60;5;1;;3;100;;;;;
0514;FILTRO CABINA CF 11184;60;5;1;;3;100;;;;;
0515;FILTRO CABINA CF 11664;60;5;1;;3;100;;;;;
0516;FILTRO CABINA CF 11776;6;5;1;;3;10;;;;;
0517;FILTRO CABINA CF 11819;60;5;1;;3;100;;;;;
0518;FILTRO CABINA CF 12002;60;5;1;;3;100;;;;;
0519;FILTRO CABINA CF 8225700K;60;5;1;;3;100;;;;;
0520;FILTRO CABINA CF 820K9A5K;60;5;1;;3;100;;;;;
0521;GALON REFRIGERANTE CAR KOOL VERDE;30;11;1;;1;50;;;;;
0522;GAL�N REFRIGERANTE CAR KOOL ROJO;30;9;1;;1;50;;;;;
0523;LITRO REFRIGERANTE CAR KOOL VERDE;12;10;1;;1;20;;;;;
0524;LITRO REFRIGERANTE CAR KOOL ROJO;12;10;1;;1;20;;;;;
0525;GALON REFRIGERANTE PRESTONE VERDE;84;19;1;;1;140;;;;;
0526;LITRO REFRIGERANTE PRESTONE VERDE;38;10;1;;1;63;;;;;
0527;LITRO LIQUIDO DE FRENO PRODIN DOT 3;30;10;1;;1;50;;;;;
0528;LIQUIDO FRENO 10 OZ PRODIN DOT 3;15;10;1;;8;25;;;;;
0528;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0529;LITRO LIQUIDO DE FRENO CENTURY DOT 4;30;10;1;;1;50;;;;;
0530;LIQUIDO FRENO 12 OZ CENTURY DOT 4;15;15;1;;8;25;;;;;
0531;AGUA DESTILADA PARA BATERIA PRODIN ;9;22;1;;8;15;;;;;
0532;ACTIVADOR PARA BATERIA PRODIN ;9;32;1;;8;15;;;;;
0533;LITRO POWER STEERING ABRO;30;10;1;;1;50;;;;;
0534;POWER STEERING 12 OZ ABRO ;15;20;1;;8;25;;;;;
0535;LITRO POWER STEERING PRESTONE;39;10;1;;1;65;;;;;
0536;POWER STEERING 12 OZ PRESTONE;18;22;1;;8;30;;;;;
0537;LIQUIDO FRENO 12 OZ PRESTONE DOT 4;18;14;1;;8;30;;;;;
0538;FLUSHING DE RADIADOR MANNOL;24;999;1;;8;40;;;;;
0539;LITRO DUCHA GRAFITADA ;30;10;1;;1;50;;;;;
0540;FLUSHING DE CHASIS;120;999;1;;8;200;;;;;
0541;TERMINALES PARA BATER�A;9;75;1;;8;15;;;;;
0542;CARTUCHOS GRASA ABRO;18;45;1;;8;30;;;;;
0543;GRASA EN SPRAY JHONSEN;27;37;1;;8;45;;;;;
0544;ESPUMA TUFF STUFF;33;25;1;;8;55;;;;;
0545;ACONDICIONADOR CUERO ARMOR ALL;45;15;1;;8;75;;;;;
0546;FORROS PARA TIMON;69;22;1;;7;115;;;;;
0547;AMBIENTAL ESCENCIA ;12;20;1;;7;20;;;;;
0548;AMBIENTAL PINITO;9;20;1;;7;15;;;;;
0549;AMBIENTAL CHICA FRESA;15;20;1;;7;25;;;;;
0550;PLUMILLA BOSCH ECO;27;20;1;;7;45;;;;;
0551;PLUMILLA BOSCH AEROFIT;45;20;1;;7;75;;;;;
0552;JUEGO ALFOMBRAS DOS PIEZAS ;66;20;1;;7;110;;;;;
0553;JUEGO ALFOMBRAS TRES PIEZAS;90;20;1;;7;150;;;;;
0554;JUEGO ALFOMBRAS CUATRO PIEZAS;78;20;1;;7;130;;;;;
0555;BUG WASH PRESTONE;21;20;1;;8;35;;;;;
0556;FLUSHING INTERNO MOTOR BARDAHL;27;999;1;;8;45;;;;;
0557;GALON REFRIGERANTE PRESTONE ROJO;114;23;1;;1;190;;;;;
0558;GALON REFRIGETANTE SHIELD ;60;11;1;;1;100;;;;;
0559;SILICONE VINIL;15;17;1;;8;25;;;;;
0560;GALON REFRIGERANTE PRESTONE ROSA;105;7;1;;1;175;;;;;
0561;LITRO KENDALL SINTETICO 5W30;48;10;1;;1;80;;;;;
0562;GARRAFA CASTROL CVT ;249;10;1;;1;415;;;;;
0563;FILTRO AIRE CA 8547;42;3;1;;3;70;;;;;
0564;FILTRO CABINA K 1255 A;90;5;1;;3;150;;;;;
0565;FILTRO AIRE 49017;90;3;1;;3;150;;;;;
0566;FILTRO ACEITE 51674 / LFP 2440;204;7;1;;2;340;;;;;
0567;FILTRO AIRE PAB 12259;57;3;1;;3;95;;;;;
0568;SILICONE LOCTITE ;30;15;1;;8;50;;;;;
0569;BRAKE CLEANER ;24;20;1;;8;40;;;;;
0570;ABRAZADERA DE METAL;6;120;1;;8;10;;;;;
0571;ABRAZADERA DE TORNILLO GRANDE ;6;80;1;;8;10;;;;;
0572;ABRAZADERA DE TORNILLO PEQUE�A;3;92;1;;8;5;;;;;
0573;LIMPIA CONTACTO;24;45;1;;8;40;;;;;
0574;LIMPIA CARBURADOR;24;37;1;;8;40;;;;;
0575;CINCHAS PLASTICAS GRANDES ;1;450;1;;8;2;;;;;
0576;CINCHAS PLASTICAS PEQUE�AS;1;555;1;;8;1;;;;;
0577;COBRIZA / ROLDANA;3;130;1;;8;5;;;;;
0578;DRENADOR DE ACEITERA ;12;42;1;;8;20;;;;;
0579;ESPARRAGO / PERNO;9;40;1;;8;15;;;;;
0580;CHUCHO / TUERCA PARA LLANTA ;9;40;1;;8;15;;;;;
0581;JUEGO DE PASTILLAS MF 251;138;15;1;;6;230;;;;;
0582;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0583;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0584;JUEGO DE PASTILLAS MF 299;156;15;1;;6;260;;;;;
0585;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0586;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0587;JUEGO DE PASTILLAS MF 312;144;15;1;;6;240;;;;;
0588;JUEGO DE PASTILLAS MF 314;129;15;1;;6;215;;;;;
0589;JUEGO DE PASTILLAS MF 315;141;15;1;;6;235;;;;;
0590;JUEGO DE PASTILLAS MF 316;153;15;1;;6;255;;;;;
0591;JUEGO DE PASTILLAS MF 326;132;15;1;;6;220;;;;;
0592;JUEGO DE PASTILLAS MF 342;156;15;1;;6;260;;;;;
0593;SERVICIOS DE MECANICA;60;999;1;;8;100;;;;;
0594;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0595;JUEGO DE PASTILLAS MF 345;132;15;1;;6;220;;;;;
0596;JUEGO DE PASTILLAS BOSCH MF 348;156;15;1;;6;260;;;;;
0597;JUEGO DE PASTILLAS MF 358;156;15;1;;6;260;;;;;
0598;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0599;JUEGO DE PASTILLAS MF 376;129;15;1;;6;215;;;;;
0600;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0601;JUEGO DE PASTILLAS MF 389;159;15;1;;6;265;;;;;
0602;JUEGO DE PASTILLAS MF 392;165;15;1;;6;275;;;;;
0603;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0604;JUEGO DE PASTILLAS MF 378;132;15;1;;6;220;;;;;
0605;JUEGO DE PASTILLAS MF 442;144;15;1;;6;240;;;;;
0606;JUEGO DE PASTILLAS MF 457;147;15;1;;6;245;;;;;
0607;JUEGO DE PASTILLAS MF 467;159;15;1;;6;265;;;;;
0608;JUEGO DE PASTILLAS MF 470;135;15;1;;6;225;;;;;
0609;JUEGO DE PASTILLAS MF 602;162;15;1;;6;270;;;;;
0610;JUEGO DE PASTILLAS MF 609;147;15;1;;6;245;;;;;
0611;JUEGO DE PASTILLAS MF 615;144;15;1;;6;240;;;;;
0612;JUEGO DE PASTILLAS MF 620;162;15;1;;6;270;;;;;
0613;JUEGO DE PASTILLAS MF 622;168;15;1;;6;280;;;;;
0614;JUEGO DE PASTILLAS MF 624;165;15;1;;6;275;;;;;
0615;JUEGO DE PASTILLAS MF 625;162;15;1;;6;270;;;;;
0616;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0617;JUEGO DE PASTILLAS MF 637;153;15;1;;6;255;;;;;
0618;JUEGO DE PASTILLAS MF 639;153;15;1;;6;255;;;;;
0619;JUEGO DE PASTILLAS MF 650;183;15;1;;6;305;;;;;
0620;JUEGO DE PASTILLAS MF 653;150;15;1;;6;250;;;;;
0621;JUEGO DE PASTILLAS MF 657;147;15;1;;6;245;;;;;
0622;JUEGO DE PASTILLAS MF 664;138;15;1;;6;230;;;;;
0623;JUEGO DE PASTILLAS MF 670;180;15;1;;6;300;;;;;
0624;JUEGO DE PASTILLAS MF 694;150;15;1;;6;250;;;;;
0625;JUEGO DE PASTILLAS MF 695;159;15;1;;6;265;;;;;
0626;JUEGO DE PASTILLAS MF 696;147;15;1;;6;245;;;;;
0627;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0628;JUEGO DE PASTILLAS MF 700;150;15;1;;6;250;;;;;
0629;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0630;JUEGO DE PASTILLAS MF 706;150;15;1;;6;250;;;;;
0631;JUEGO DE PASTILLAS MF 720;159;15;1;;6;265;;;;;
0632;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0633;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0634;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0635;JUEGO DE PASTILLAS MF 743;150;15;1;;6;250;;;;;
0636;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0637;JUEGO DE PASTILLAS MF 747;159;15;1;;6;265;;;;;
0638;JUEGO DE PASTILLAS MF 748;150;15;1;;6;250;;;;;
0639;JUEGO DE PASTILLAS MF 749;162;15;1;;6;270;;;;;
0640;JUEGO DE PASTILLAS MF 760;162;15;1;;6;270;;;;;
0641;JUEGO DE PASTILLAS MF 791;141;15;1;;6;235;;;;;
0642;JUEGO DE PASTILLAS MF 799;138;15;1;;6;230;;;;;
0643;JUEGO DE PASTILLAS MF 803;168;15;1;;6;280;;;;;
0644;JUEGO DE PASTILLAS MF 816;144;15;1;;6;240;;;;;
0645;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0646;JUEGO DE PASTILLAS MF 831;156;15;1;;6;260;;;;;
0647;JUEGO DE PASTILLAS MF 834;177;15;1;;6;295;;;;;
0648;JUEGO DE PASTILLAS MF 845;150;15;1;;6;250;;;;;
0649;JUEGO DE PASTILLAS MF 855;183;15;1;;6;305;;;;;
0650;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0651;JUEGO DE PASTILLAS MF 866;222;15;1;;6;370;;;;;
0652;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0653;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0654;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0655;JUEGO DE PASTILLAS MF 887;153;15;1;;6;255;;;;;
0656;JUEGO DE PASTILLAS MF 895;135;15;1;;6;225;;;;;
0657;JUEGO DE PASTILLAS MF 897;168;15;1;;6;280;;;;;
0658;JUEGO DE PASTILLAS MF 899;144;15;1;;6;240;;;;;
0659;ENGRASE DE TRANSMISI�N ;24;9999;1;;9;40;;;;;
0660;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0661;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0662;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0663;JUEGO DE PASTILLAS MF 967;144;15;1;;6;240;;;;;
0664;JUEGO DE PASTILLAS MF 1013;141;15;1;;6;235;;;;;
0665;JUEGO DE PASTILLAS MF 1415;141;15;1;;6;235;;;;;
0666;JUEGO DE PASTILLAS MF 1510;159;15;1;;6;265;;;;;
0667;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0668;JUEGO DE PASTILLAS MF 1650;165;15;1;;6;275;;;;;
0669;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0670;JUEGO DE PASTILLAS MF 264;120;15;1;;6;200;;;;;
0671;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0672;JUEGO DE PASTILLAS MF 307;129;15;1;;6;215;;;;;
0673;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0674;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0675;JUEGO DE PASTILLAS MF 324;135;15;1;;6;225;;;;;
0676;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0677;JUEGO DE PASTILLAS MF 344;144;15;1;;6;240;;;;;
0678;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0679;JUEGO DE PASTILLAS MF 348;123;15;1;;6;205;;;;;
0680;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0681;JUEGO DE PASTILLAS MF 365;144;15;1;;6;240;;;;;
0682;JUEGO DE PASTILLAS MF 377;129;15;1;;6;215;;;;;
0683;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0684;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0685;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0686;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0687;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0688;JUEGO DE PASTILLAS MF 478;132;15;1;;6;220;;;;;
0689;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0690;JUEGO DE PASTILLAS MF 258;135;15;1;;6;225;;;;;
0691;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0692;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0693;JUEGO DE PASTILLAS MF 623;186;15;1;;6;310;;;;;
0694;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0695;JUEGO DE PASTILLAS MF 635;141;15;1;;6;235;;;;;
0696;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0697;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0698;JUEGO DE PASTILLAS MF 651;129;15;1;;6;215;;;;;
0699;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0700;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0701;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0702;JUEGO DE PASTILLAS MF 671;141;15;1;;6;235;;;;;
0703;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0704;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0705;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0706;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0707;JUEGO DE PASTILLAS MF 703;147;15;1;;6;245;;;;;
0708;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0709;JUEGO DE PASTILLAS MF 711;159;15;1;;6;265;;;;;
0710;JUEGO DE PASTILLAS MF 718;126;15;1;;6;210;;;;;
0711;JUEGO DE PASTILLAS MF 724;177;15;1;;6;295;;;;;
0712;JUEGO DE PASTILLAS MF 736;126;15;1;;6;210;;;;;
0713;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
